account_id,account_name,domain,region,segment,industry,parent_account_id,parent_account_name,root_account_id,root_account_name,hierarchy_depth,arr_usd,next_contract_event_date,days_to_contract_event,jan_feb_monthly_events,apr_jun_monthly_events,usage_ratio_post_vs_pre,apr_jun_monthly_users,latest_health_month,health_score,renewal_risk,open_tickets,csm_user_id,targeted_reengagement_candidate
A1106,Quarry Labs Co,quarrylabs.example.com,LATAM,SMB,Consulting,,,A1106,Quarry Labs Co,0,21937.5506,2027-05-06,310,44.0,37.0,0.8409090909090909,5.0,2026-06-01,84.0,Low,2,U302,0
A1392,Kestrel Group Pte Ltd,kestrelgroup.example.com,AMER,SMB,Gaming,,,A1392,Kestrel Group Pte Ltd,0,21470.1010075,2027-01-27,211,163.5,177.33333333333334,1.0846075433231397,8.0,2026-06-01,76.1,Low,4,U303,0
A1144,Auriga Exchange Inc,aurigaexchange.example.com,AMER,SMB,Gaming,,,A1144,Auriga Exchange Inc,0,20541.47,2026-12-15,168,96.0,79.66666666666667,0.8298611111111112,5.0,2026-06-01,57.3,Medium,1,U305,0
A1397,Gilder Exchange Co,gilderexchange.example.com,APAC,SMB,Gaming,,,A1397,Gilder Exchange Co,0,20409.09,2026-12-01,154,421.0,401.3333333333333,0.953285827395091,5.0,2026-06-01,81.7,Low,2,U301,0
A1064,Stanhope Capital Inc,stanhopecapital.example.com,LATAM,SMB,Gaming,,,A1064,Stanhope Capital Inc,0,20300.0,2027-06-21,356,180.0,143.33333333333334,0.7962962962962964,4.0,2026-06-01,85.9,Low,2,U304,0
A1061,Lattice Securities Inc,latticesecurities.example.com,AMER,SMB,Payments,,,A1061,Lattice Securities Inc,0,20265.54,2026-09-08,70,173.5,154.33333333333334,0.8895292987512008,4.0,2026-06-01,69.3,Low,3,U300,0
A1238,Quarry Networks PLC,quarrynetworks.example.com,AMER,SMB,Government,,,A1238,Quarry Networks PLC,0,19308.379999999997,2026-12-17,170,41.0,37.666666666666664,0.9186991869918698,5.0,2026-06-01,55.6,Medium,0,U305,0
A1249,Vantage Trust PLC,vantagetrust.example.com,AMER,Mid-Market,Payments,,,A1249,Vantage Trust PLC,0,19255.00458385,2026-10-02,94,83.0,104.66666666666667,1.2610441767068274,6.0,2026-06-01,79.3,Low,2,U305,0
A1227,Umbra Analytics Inc,umbraanalytics.example.com,AMER,Mid-Market,Crypto Native,,,A1227,Umbra Analytics Inc,0,18850.0,2026-09-05,67,179.5,168.66666666666666,0.9396471680594243,9.0,2026-06-01,78.5,Low,2,U301,0
A1253,Ironclad Securities PLC,ironcladsecurities.example.com,AMER,Mid-Market,Insurance,,,A1253,Ironclad Securities PLC,0,18678.6453,2026-12-03,156,68.5,68.33333333333333,0.997566909975669,2.0,2026-06-01,99.0,Low,3,U303,0
A1382,Fairlane Payments Co,fairlanepayments.example.com,,Mid-Market,Fintech,,,A1382,Fairlane Payments Co,0,18663.31060916,2027-10-17,474,202.5,187.66666666666666,0.9267489711934156,8.0,2026-06-01,71.0,Low,0,U301,0
A1063,Vertex Capital Co,vertexcapital.example.com,APAC,Mid-Market,Financial Services,,,A1063,Vertex Capital Co,0,18523.75940822,2026-11-02,125,304.0,267.6666666666667,0.8804824561403509,8.0,2026-06-01,41.8,High,1,U303,0
A1071,Westford Systems Pte Ltd,westfordsystems.example.com,LATAM,Public Sector,Payments,,,A1071,Westford Systems Pte Ltd,0,18291.0,2026-09-10,72,71.0,93.33333333333333,1.3145539906103285,10.0,2026-05-01,26.3,High,1,U303,0
A1016,Fairlane Ventures Co,fairlaneventures.example.com,EMEA,,Consulting,,,A1016,Fairlane Ventures Co,0,17326.667164,2026-07-01,1,420.5,294.6666666666667,0.7007530717399921,3.0,2026-06-01,90.5,Low,3,U303,0
A1200,Juniper Custody Inc,junipercustody.example.com,AMER,SMB,Gaming,,,A1200,Juniper Custody Inc,0,17049.487484960002,2026-07-18,18,52.0,54.0,1.0384615384615385,5.0,2026-06-01,95.8,Low,0,U302,0
A1026,Gilder Ventures LLC,gilderventures.example.com,EMEA,SMB,Government,,,A1026,Gilder Ventures LLC,0,16870.93,2026-08-27,58,160.5,179.33333333333334,1.1173416407061267,4.0,2026-06-01,31.2,High,0,U301,0
A1067,Quarry Custody SA,quarrycustody.example.com,LATAM,SMB,Crypto Native,,,A1067,Quarry Custody SA,0,16307.09,2027-05-01,305,178.0,247.0,1.3876404494382022,6.0,2026-05-01,58.9,Medium,0,U300,0
A1207,Keystone Capital PLC,keystonecapital.example.com,AMER,SMB,Crypto Native,,,A1207,Keystone Capital PLC,0,15597.0,2026-08-05,36,161.0,133.0,0.8260869565217391,6.0,2026-06-01,88.8,Low,2,U305,0
A1289,Stanhope Networks GmbH,stanhopenetworks.example.com,EMEA,SMB,Financial Services,,,A1289,Stanhope Networks GmbH,0,15589.980897679998,2027-04-14,288,290.0,389.6666666666667,1.3436781609195403,14.0,2026-06-01,62.9,Medium,3,U303,0
A1147,Westford Advisors LLC,westfordadvisors.example.com,AMER,SMB,Insurance,,,A1147,Westford Advisors LLC,0,15285.057987799999,2026-09-08,70,128.5,131.66666666666666,1.0246433203631646,5.0,2026-06-01,67.7,Low,3,U302,0
A1210,Tessera Trust GmbH,tesseratrust.example.com,,SMB,Insurance,,,A1210,Tessera Trust GmbH,0,15146.196361799999,2027-06-18,353,222.0,284.0,1.2792792792792793,5.0,2026-06-01,47.9,Medium,4,U302,0
A1277,Zenith Networks Pte Ltd,zenithnetworks.example.com,APAC,SMB,Government,,,A1277,Zenith Networks Pte Ltd,0,14936.27,2027-04-27,301,97.0,87.66666666666667,0.9037800687285223,9.0,2026-06-01,99.0,Low,1,U302,0
A1295,Norsk Ventures LLC,norskventures.example.com,,SMB,Insurance,,,A1295,Norsk Ventures LLC,0,14883.94,2026-10-30,122,55.5,56.333333333333336,1.015015015015015,2.0,2026-06-01,59.4,Medium,1,U305,0
A1257,Riverbend Advisors GmbH,riverbendadvisors.example.com,EMEA,Enterprise,Government,,,A1257,Riverbend Advisors GmbH,0,13552.87752,2026-07-01,1,626.5,787.0,1.2561851556264965,5.0,2026-06-01,57.0,Medium,5,U305,0
A1041,Tessera Partners Inc,tesserapartners.example.com,APAC,SMB,Gaming,,,A1041,Tessera Partners Inc,0,13422.46,2026-08-05,36,216.5,188.66666666666666,0.8714395688991532,9.0,2026-06-01,58.6,Medium,3,U303,0
A1240,Northwind Capital Pte Ltd,northwindcapital.example.com,LATAM,SMB,Payments,,,A1240,Northwind Capital Pte Ltd,0,12859.150000000001,2026-11-18,141,66.0,100.0,1.5151515151515151,5.0,2026-06-01,83.8,Low,3,U300,0
A1254,Granite Exchange LLC,graniteexchange.example.com,EMEA,SMB,Payments,,,A1254,Granite Exchange LLC,0,12849.259999999998,2026-11-07,130,314.5,308.6666666666667,0.9814520402755698,1.0,2026-05-01,72.2,Low,4,U302,0
A1140,Dovetail Exchange GmbH,dovetailexchange.example.com,EMEA,Mid-Market,Crypto Native,,,A1140,Dovetail Exchange GmbH,0,12089.102624030002,2026-09-02,64,88.0,94.0,1.0681818181818181,9.0,2026-06-01,63.5,Medium,0,U305,0
A1019,Keystone Ventures Ltd,keystoneventures.example.com,EMEA,SMB,Insurance,,,A1019,Keystone Ventures Ltd,0,11556.0,2026-10-15,107,66.5,71.66666666666667,1.0776942355889725,7.0,2026-06-01,55.9,Medium,1,U303,0
A1108,Quarry Systems Pte Ltd,quarrysystems.example.com,AMER,SMB,Financial Services,,,A1108,Quarry Systems Pte Ltd,0,11495.49,2026-09-08,70,126.0,183.33333333333334,1.4550264550264551,8.0,2026-06-01,29.7,High,0,U304,0
A1093,Thorne Bancorp LLC,thornebancorp.example.com,AMER,SMB,Financial Services,,,A1093,Thorne Bancorp LLC,0,11424.0,2026-07-03,3,52.5,50.666666666666664,0.965079365079365,10.0,2026-06-01,83.2,Low,1,U302,0
A1090,Inlet Analytics Inc,inletanalytics.example.com,APAC,SMB,Government,,,A1090,Inlet Analytics Inc,0,11243.84,2027-01-05,189,227.5,169.0,0.7428571428571429,5.0,2026-06-01,79.0,Low,0,U302,0
A1216,Ironclad Ventures Pte Ltd,ironcladventures.example.com,APAC,Enterprise,Government,,,A1216,Ironclad Ventures Pte Ltd,0,11233.250406000001,2027-03-09,252,318.5,491.3333333333333,1.5426478283621141,7.0,2026-06-01,94.0,Low,3,U304,0
A1308,Caldera Partners Ltd,calderapartners.example.com,AMER,Mid-Market,Financial Services,,,A1308,Caldera Partners Ltd,0,11211.324200000001,2026-09-13,75,2079.5,1908.6666666666667,0.917848841869039,7.0,2026-06-01,92.3,Low,1,U302,0
A1021,Pinnacle Trust SA,pinnacletrust.example.com,,SMB,Fintech,,,A1021,Pinnacle Trust SA,0,10717.44054687,2026-08-26,57,146.5,237.66666666666666,1.6222980659840727,6.0,2026-06-01,79.8,Low,2,U304,0
A1415,Marrow Advisors GmbH,marrowadvisors.example.com,LATAM,Mid-Market,Insurance,,,A1415,Marrow Advisors GmbH,0,10689.0,2027-05-21,325,516.5,522.3333333333334,1.0112939657954179,2.0,2026-06-01,89.1,Low,4,U304,0
A1043,Marrow Digital PLC,marrowdigital.example.com,APAC,SMB,Payments,,,A1043,Marrow Digital PLC,0,10139.895,2026-09-16,78,676.0,622.0,0.9201183431952663,10.0,2026-05-01,96.2,Low,1,U300,0
A1226,Dovetail Advisors Pte Ltd,dovetailadvisors.example.com,LATAM,Mid-Market,Insurance,,,A1226,Dovetail Advisors Pte Ltd,0,10026.97604589,2026-08-17,48,164.5,187.33333333333334,1.1388044579533942,8.0,2026-06-01,60.4,Medium,1,U304,0
A1097,Redmond Networks PLC,redmondnetworks.example.com,AMER,SMB,Consulting,,,A1097,Redmond Networks PLC,0,9925.46,2026-11-12,135,120.5,171.33333333333334,1.421853388658368,10.0,2026-06-01,26.9,High,1,U300,0
A1017,Orbit Group LLC,orbitgroup.example.com,APAC,SMB,Gaming,,,A1017,Orbit Group LLC,0,9689.233,2026-12-11,164,108.5,104.33333333333333,0.9615975422427034,8.0,2026-06-01,60.0,Medium,5,U304,0
A1157,Umbra Payments LLC,umbrapayments.example.com,AMER,SMB,Payments,,,A1157,Umbra Payments LLC,0,9648.79735205,2027-06-11,346,97.5,92.33333333333333,0.947008547008547,2.0,2026-06-01,71.2,Low,1,U302,0
A1113,Riverbend Trust LLC,riverbendtrust.example.com,EMEA,Mid-Market,Financial Services,,,A1113,Riverbend Trust LLC,0,9465.42787806,2027-02-15,230,217.0,234.0,1.0783410138248848,1.0,2026-06-01,49.2,Medium,3,U305,0
A1180,Sable Ventures PLC,sableventures.example.com,AMER,Mid-Market,Fintech,,,A1180,Sable Ventures PLC,0,9463.902,2028-04-22,662,221.0,206.33333333333334,0.9336349924585219,7.0,2026-06-01,64.5,Medium,2,U301,0
A1175,Orbit Advisors GmbH,orbitadvisors.example.com,EMEA,SMB,Fintech,,,A1175,Orbit Advisors GmbH,0,9274.17,2027-04-26,300,105.5,129.66666666666666,1.2290679304897314,7.0,2026-06-01,48.6,Medium,1,U302,0
A1104,Quarry Partners Pte Ltd,quarrypartners.example.com,EMEA,SMB,Crypto Native,,,A1104,Quarry Partners Pte Ltd,0,9192.439999999999,2026-08-14,45,45.5,48.666666666666664,1.0695970695970696,7.0,2026-06-01,52.7,Medium,4,U302,0
A1141,Keystone Financial Pte Ltd,keystonefinancial.example.com,AMER,Mid-Market,Gaming,,,A1141,Keystone Financial Pte Ltd,0,9080.7589,2027-03-21,264,384.0,374.6666666666667,0.9756944444444445,6.0,2026-06-01,96.5,Low,1,U304,0
A1403,Halcyon Trust Inc,halcyontrust.example.com,APAC,Mid-Market,Crypto Native,,,A1403,Halcyon Trust Inc,0,9072.0,2027-06-16,351,196.5,141.0,0.7175572519083969,4.0,2026-06-01,8.2,High,3,U301,0
A1158,Auriga Labs Ltd,aurigalabs.example.com,AMER,SMB,Consulting,,,A1158,Auriga Labs Ltd,0,8442.0,2027-02-12,227,267.0,237.66666666666666,0.8901373283395755,12.0,2026-05-01,82.3,Low,0,U304,0
A1048,Umbra Labs LLC,umbralabs.example.com,AMER,Mid-Market,Insurance,,,A1048,Umbra Labs LLC,0,8276.29,2027-05-01,305,238.5,257.3333333333333,1.0789657582110412,7.0,2026-06-01,32.2,High,2,U301,0
A1381,Dovetail Partners LLC,dovetailpartners.example.com,APAC,SMB,Payments,,,A1381,Dovetail Partners LLC,0,8009.514327049999,2026-12-22,175,194.0,207.33333333333334,1.0687285223367697,8.0,2026-05-01,60.6,Medium,2,U300,0
A1133,Sable Labs Inc,sablelabs.example.com,LATAM,Mid-Market,Financial Services,,,A1133,Sable Labs Inc,0,7821.70650724,2027-06-23,358,164.0,159.0,0.9695121951219512,6.0,2026-06-01,51.3,Medium,3,U301,0
A1419,Vertex Labs PLC,vertexlabs.example.com,LATAM,SMB,Consulting,,,A1419,Vertex Labs PLC,0,7800.481526130001,2026-07-08,8,329.0,340.3333333333333,1.0344478216818642,5.0,2026-06-01,26.5,High,0,U301,0
A1339,Northwind Payments LLC,northwindpayments.example.com,AMER,SMB,Consulting,,,A1339,Northwind Payments LLC,0,7677.308275559999,2027-01-11,195,131.0,189.0,1.4427480916030535,7.0,2026-06-01,42.6,High,1,U304,0
A1193,Granite Labs Ltd,granitelabs.example.com,EMEA,SMB,Crypto Native,,,A1193,Granite Labs Ltd,0,7588.3289350000005,2026-11-02,125,121.5,208.33333333333334,1.7146776406035666,1.0,2026-06-01,94.8,Low,2,U303,0
A1418,Redmond Custody GmbH,redmondcustody.example.com,APAC,Mid-Market,Gaming,,,A1418,Redmond Custody GmbH,0,7375.75873293,2026-09-10,72,299.0,294.0,0.9832775919732442,8.0,2026-06-01,29.8,High,1,U302,0
A1012,Harrow Group Pte Ltd,harrowgroup.example.com,,SMB,Insurance,,,A1012,Harrow Group Pte Ltd,0,6775.200000000001,2026-12-14,167,70.5,71.0,1.0070921985815602,8.0,2026-06-01,93.6,Low,2,U300,0
A1217,Stanhope Digital PLC,stanhopedigital.example.com,LATAM,SMB,Payments,,,A1217,Stanhope Digital PLC,0,6608.54,2026-10-02,94,486.5,541.3333333333334,1.1127098321342928,4.0,2026-06-01,86.2,Low,2,U301,0
A1070,Ardent Partners LLC,ardentpartners.example.com,LATAM,Mid-Market,Financial Services,,,A1070,Ardent Partners LLC,0,6482.0,2028-05-09,679,84.0,79.0,0.9404761904761905,10.0,2026-06-01,69.2,Low,1,U303,0
A1365,Vertex Capital Inc,vertexcapital.example.com,APAC,SMB,Fintech,,,A1365,Vertex Capital Inc,0,5426.515584,2026-09-19,81,185.0,133.66666666666666,0.7225225225225225,12.0,2026-06-01,86.7,Low,1,U302,0
A1354,Eastgate Analytics Ltd,eastgateanalytics.example.com,EMEA,SMB,Gaming,,,A1354,Eastgate Analytics Ltd,0,5235.147162,2027-05-21,325,92.0,78.66666666666667,0.855072463768116,5.0,2026-05-01,5.0,High,0,U301,0
A1401,Eastgate Partners Inc,eastgatepartners.example.com,EMEA,SMB,Payments,,,A1401,Eastgate Partners Inc,0,5170.112497380001,2027-04-14,288,473.5,701.3333333333334,1.4811686026047168,10.0,2026-05-01,67.0,Low,2,U302,0
A1322,Orbit Labs Inc,orbitlabs.example.com,AMER,Mid-Market,Insurance,,,A1322,Orbit Labs Inc,0,4666.4400000000005,2027-04-13,287,183.5,178.0,0.9700272479564033,8.0,2026-05-01,63.7,Medium,2,U302,0
A1411,Harrow Exchange LLC,harrowexchange.example.com,LATAM,SMB,Crypto Native,,,A1411,Harrow Exchange LLC,0,4620.0,2026-10-21,113,54.0,53.0,0.9814814814814815,6.0,2026-06-01,72.6,Low,2,U301,0
A1331,Sable Capital Co,sablecapital.example.com,AMER,SMB,Government,,,A1331,Sable Capital Co,0,4535.001324,2026-10-10,102,132.0,151.0,1.143939393939394,1.0,2026-06-01,96.0,Low,1,U301,0
A1283,Caldera Securities PLC,calderasecurities.example.com,APAC,SMB,Gaming,,,A1283,Caldera Securities PLC,0,4242.0,2026-09-19,81,68.5,59.0,0.8613138686131386,1.0,2026-06-01,35.2,High,3,U301,0
A1164,Lumen Securities GmbH,lumensecurities.example.com,APAC,Mid-Market,Fintech,,,A1164,Lumen Securities GmbH,0,4230.05,2027-06-04,339,155.5,198.66666666666666,1.277599142550911,7.0,2026-06-01,73.5,Low,1,U305,0
A1278,Thorne Systems Pte Ltd,thornesystems.example.com,APAC,Mid-Market,Crypto Native,,,A1278,Thorne Systems Pte Ltd,0,3988.683552,2027-11-22,510,76.5,79.66666666666667,1.0413943355119826,1.0,2026-05-01,40.9,High,1,U304,0
A1053,Lumen Labs Pte Ltd,lumenlabs.example.com,EMEA,SMB,Financial Services,,,A1053,Lumen Labs Pte Ltd,0,3851.07,2027-06-21,356,77.5,89.66666666666667,1.156989247311828,12.0,2026-06-01,74.0,Low,1,U300,0
A1089,Vertex Digital Co,vertexdigital.example.com,LATAM,SMB,Government,,,A1089,Vertex Digital Co,0,3847.4989293400004,2027-05-04,308,88.0,102.0,1.1590909090909092,5.0,2026-06-01,61.7,Medium,3,U305,0
A1235,Bluewater Systems LLC,bluewatersystems.example.com,LATAM,SMB,Fintech,,,A1235,Bluewater Systems LLC,0,2668.3779,2026-11-30,153,159.5,190.33333333333334,1.1933124346917452,5.0,2026-06-01,53.2,Medium,2,U303,0
A1258,Eastgate Financial Co,eastgatefinancial.example.com,APAC,SMB,Government,,,A1258,Eastgate Financial Co,0,2520.0,2027-09-19,446,200.5,198.0,0.9875311720698254,6.0,2026-06-01,56.6,Medium,2,U300,0
A1211,Norsk Financial LLC,norskfinancial.example.com,EMEA,SMB,Gaming,,,A1211,Norsk Financial LLC,0,2245.67581299,2027-01-14,198,159.5,170.66666666666666,1.070010449320794,8.0,2026-04-01,43.4,High,3,U301,0
A1291,Ironclad Financial Pte Ltd,ironcladfinancial.example.com,LATAM,SMB,Crypto Native,,,A1291,Ironclad Financial Pte Ltd,0,863.0,2027-01-22,206,58.0,79.0,1.3620689655172413,5.0,2026-06-01,78.6,Low,0,U302,0
