rate_date,currency,rate_to_usd
2024-02-05,GBP,1.326537
2024-02-06,GBP,1.324419
2024-02-07,GBP,1.320531
2024-02-08,GBP,1.32225
2024-02-09,GBP,1.326444
2024-02-10,GBP,1.321511
2024-02-11,GBP,1.320276
2024-02-12,GBP,1.313556
2024-02-13,GBP,1.317206
2024-02-14,GBP,1.320688
2024-02-15,GBP,1.323833
2024-02-16,GBP,1.326768
2024-02-17,GBP,1.328625
2024-02-18,GBP,1.331083
2024-02-19,GBP,1.331272
2024-02-20,GBP,1.33448
2024-02-21,GBP,1.328653
2024-02-22,GBP,1.327188
2024-02-23,GBP,1.324142
2024-02-24,GBP,1.324883
2024-02-25,GBP,1.322302
2024-02-26,GBP,1.323264
2024-02-27,GBP,1.318544
2024-02-28,GBP,1.318953
2024-02-29,GBP,1.320304
2024-03-01,GBP,1.31914
2024-03-02,GBP,1.320016
2024-03-03,GBP,1.314525
2024-03-04,GBP,1.318246
2024-03-05,GBP,1.320713
2024-03-06,GBP,1.319594
2024-03-07,GBP,1.323223
2024-03-08,GBP,1.32009
2024-03-09,GBP,1.319908
2024-03-10,GBP,1.319883
2024-03-11,GBP,1.320512
2024-03-12,GBP,1.314199
2024-03-13,GBP,1.311337
2024-03-14,GBP,1.310819
2024-03-15,GBP,1.311467
2024-03-16,GBP,1.306303
2024-03-17,GBP,1.305247
2024-03-18,GBP,1.306966
2024-03-19,GBP,1.304438
2024-03-20,GBP,1.30845
2024-03-21,GBP,1.31826
2024-03-22,GBP,1.321412
2024-03-23,GBP,1.320072
2024-03-24,GBP,1.332935
2024-03-25,GBP,1.3214
2024-03-26,GBP,1.321928
2024-03-27,GBP,1.321442
2024-03-28,GBP,1.316398
2024-03-29,GBP,1.316186
2024-03-30,GBP,1.313313
2024-03-31,GBP,1.310122
2024-04-01,GBP,1.308452
2024-04-02,GBP,1.301089
2024-04-03,GBP,1.302499
2024-04-04,GBP,1.303591
2024-04-05,GBP,1.298508
2024-04-06,GBP,1.294779
2024-04-07,GBP,1.294302
2024-04-08,GBP,1.297133
2024-04-09,GBP,1.294047
2024-04-10,GBP,1.300481
2024-04-11,GBP,1.294971
2024-04-12,GBP,1.304019
2024-04-13,GBP,1.304776
2024-04-14,GBP,1.306968
2024-04-15,GBP,1.304177
2024-04-16,GBP,1.30242
2024-04-17,GBP,1.303509
2024-04-18,GBP,1.297155
2024-04-19,GBP,1.292098
2024-04-20,GBP,1.287784
2024-04-21,GBP,1.282112
2024-04-22,GBP,1.282218
2024-04-23,GBP,1.27353
2024-04-24,GBP,1.274901
2024-04-25,GBP,1.274407
2024-04-26,GBP,1.277172
2024-04-27,GBP,1.278975
2024-04-28,GBP,1.282883
2024-04-29,GBP,1.285149
2024-04-30,GBP,1.282935
2024-05-01,GBP,1.286302
2024-05-02,GBP,1.29095
2024-05-03,GBP,1.293649
2024-05-04,GBP,1.288549
2024-05-05,GBP,1.286637
2024-05-06,GBP,1.293065
2024-05-07,GBP,1.294752
2024-05-08,GBP,1.287195
2024-05-09,GBP,1.286534
2024-05-10,GBP,1.287274
2024-05-11,GBP,1.285359
2024-05-12,GBP,1.287518
2024-05-13,GBP,1.28015
2024-05-14,GBP,1.280861
2024-05-15,GBP,1.278309
2024-05-16,GBP,1.275781
2024-05-17,GBP,1.277222
2024-05-18,GBP,1.271544
2024-05-19,GBP,1.272179
2024-05-20,GBP,1.274751
2024-05-21,GBP,1.27947
2024-05-22,GBP,1.277093
2024-05-23,GBP,1.272793
2024-05-24,GBP,1.276106
2024-05-25,GBP,1.274642
2024-05-26,GBP,1.275222
2024-05-27,GBP,1.273752
2024-05-28,GBP,1.268562
2024-05-29,GBP,1.271762
2024-05-30,GBP,1.27111
2024-05-31,GBP,1.271659
2024-06-01,GBP,1.268502
2024-06-02,GBP,1.269703
2024-06-03,GBP,1.266618
2024-06-04,GBP,1.262789
2024-06-05,GBP,1.258785
2024-06-06,GBP,1.2576
2024-06-07,GBP,1.251758
2024-06-08,GBP,1.259891
2024-06-09,GBP,1.25356
2024-06-10,GBP,1.246251
2024-06-11,GBP,1.24506
2024-06-12,GBP,1.240568
2024-06-13,GBP,1.250216
2024-06-14,GBP,1.256843
2024-06-15,GBP,1.265748
2024-06-16,GBP,1.267304
2024-06-17,GBP,1.277537
2024-06-18,GBP,1.275666
2024-06-19,GBP,1.273019
2024-06-20,GBP,1.274542
2024-06-21,GBP,1.28018
2024-06-22,GBP,1.287954
2024-06-23,GBP,1.282529
2024-06-24,GBP,1.283332
2024-06-25,GBP,1.284869
2024-06-26,GBP,1.294517
2024-06-27,GBP,1.291174
2024-06-28,GBP,1.292755
2024-06-29,GBP,1.284096
2024-06-30,GBP,1.284918
2024-07-01,GBP,1.287243
2024-07-02,GBP,1.290453
2024-07-03,GBP,1.296006
2024-07-04,GBP,1.296959
2024-07-05,GBP,1.301142
2024-07-06,GBP,1.308536
2024-07-07,GBP,1.305887
2024-07-08,GBP,1.300841
2024-07-09,GBP,1.303341
2024-07-10,GBP,1.294438
2024-07-11,GBP,1.294038
2024-07-12,GBP,1.294369
2024-07-13,GBP,1.288994
2024-07-14,GBP,1.283521
2024-07-15,GBP,1.278365
2024-07-16,GBP,1.285467
2024-07-17,GBP,1.286691
2024-07-18,GBP,1.285614
2024-07-19,GBP,1.288727
2024-07-20,GBP,1.291567
2024-07-21,GBP,1.294058
2024-07-22,GBP,1.295952
2024-07-23,GBP,1.295198
2024-07-24,GBP,1.292512
2024-07-25,GBP,1.292614
2024-07-26,GBP,1.285726
2024-07-27,GBP,1.287118
2024-07-28,GBP,1.28855
2024-07-29,GBP,1.292563
2024-07-30,GBP,1.290647
2024-07-31,GBP,1.297946
2024-08-01,GBP,1.297991
2024-08-02,GBP,1.293048
2024-08-03,GBP,1.292999
2024-08-04,GBP,1.286625
2024-08-05,GBP,1.280665
2024-08-06,GBP,1.276568
2024-08-07,GBP,1.277291
2024-08-08,GBP,1.274897
2024-08-09,GBP,1.274276
2024-08-10,GBP,1.273817
2024-08-11,GBP,1.269683
2024-08-12,GBP,1.271953
2024-08-13,GBP,1.268126
2024-08-14,GBP,1.266805
2024-08-15,GBP,1.271676
2024-08-16,GBP,1.267312
2024-08-17,GBP,1.270036
2024-08-18,GBP,1.276077
2024-08-19,GBP,1.273627
2024-08-20,GBP,1.267794
2024-08-21,GBP,1.259659
2024-08-22,GBP,1.258852
2024-08-23,GBP,1.262424
2024-08-24,GBP,1.257059
2024-08-25,GBP,1.258028
2024-08-26,GBP,1.25828
2024-08-27,GBP,1.258098
2024-08-28,GBP,1.268795
2024-08-29,GBP,1.27097
2024-08-30,GBP,1.268588
2024-08-31,GBP,1.273463
2024-09-01,GBP,1.283743
2024-09-02,GBP,1.285367
2024-09-03,GBP,1.292383
2024-09-04,GBP,1.2929
2024-09-05,GBP,1.297065
2024-09-06,GBP,1.298511
2024-09-07,GBP,1.296132
2024-09-08,GBP,1.292775
2024-09-09,GBP,1.293134
2024-09-10,GBP,1.297752
2024-09-11,GBP,1.296068
2024-09-12,GBP,1.292
2024-09-13,GBP,1.29132
2024-09-14,GBP,1.298366
2024-09-15,GBP,1.300342
2024-09-16,GBP,1.29835
2024-09-17,GBP,1.296202
2024-09-18,GBP,1.296929
2024-09-19,GBP,1.297063
2024-09-20,GBP,1.293453
2024-09-21,GBP,1.295272
2024-09-22,GBP,1.297097
2024-09-23,GBP,1.299095
2024-09-24,GBP,1.296889
2024-09-25,GBP,1.295433
2024-09-26,GBP,1.297561
2024-09-27,GBP,1.294007
2024-09-28,GBP,1.293251
2024-09-29,GBP,1.289664
2024-09-30,GBP,1.288517
2024-10-01,GBP,1.288749
2024-10-02,GBP,1.283914
2024-10-03,GBP,1.286287
2024-10-04,GBP,1.279519
2024-10-05,GBP,1.275388
2024-10-06,GBP,1.273164
2024-10-07,GBP,1.276857
2024-10-08,GBP,1.279317
2024-10-09,GBP,1.271349
2024-10-10,GBP,1.272022
2024-10-11,GBP,1.27519
2024-10-12,GBP,1.271442
2024-10-13,GBP,1.264339
2024-10-14,GBP,1.259528
2024-10-15,GBP,1.258432
2024-10-16,GBP,1.260324
2024-10-17,GBP,1.258617
2024-10-18,GBP,1.260445
2024-10-19,GBP,1.254786
2024-10-20,GBP,1.249721
2024-10-21,GBP,1.2462
2024-10-22,GBP,1.239499
2024-10-23,GBP,1.240805
2024-10-24,GBP,1.237807
2024-10-25,GBP,1.234243
2024-10-26,GBP,1.229513
2024-10-27,GBP,1.228525
2024-10-28,GBP,1.230339
2024-10-29,GBP,1.230461
2024-10-30,GBP,1.240721
2024-10-31,GBP,1.238025
2024-11-01,GBP,1.242429
2024-11-02,GBP,1.244186
2024-11-03,GBP,1.245883
2024-11-04,GBP,1.238015
2024-11-05,GBP,1.234855
2024-11-06,GBP,1.237251
2024-11-07,GBP,1.237596
2024-11-08,GBP,1.237124
2024-11-09,GBP,1.234594
2024-11-10,GBP,1.233978
2024-11-11,GBP,1.234698
2024-11-12,GBP,1.232008
2024-11-13,GBP,1.225999
2024-11-14,GBP,1.226145
2024-11-15,GBP,1.222319
2024-11-16,GBP,1.22857
2024-11-17,GBP,1.225946
2024-11-18,GBP,1.227831
2024-11-19,GBP,1.231661
2024-11-20,GBP,1.235205
2024-11-21,GBP,1.231291
2024-11-22,GBP,1.238287
2024-11-23,GBP,1.241956
2024-11-24,GBP,1.240923
2024-11-25,GBP,1.240503
2024-11-26,GBP,1.243427
2024-11-27,GBP,1.237302
2024-11-28,GBP,1.234633
2024-11-29,GBP,1.236735
2024-11-30,GBP,1.231955
2024-12-01,GBP,1.22926
2024-12-02,GBP,1.228999
2024-12-03,GBP,1.221869
2024-12-04,GBP,1.215976
2024-12-05,GBP,1.210575
2024-12-06,GBP,1.213764
2024-12-07,GBP,1.217981
2024-12-08,GBP,1.219266
2024-12-09,GBP,1.220301
2024-12-10,GBP,1.212579
2024-12-11,GBP,1.212606
2024-12-12,GBP,1.216365
2024-12-13,GBP,1.212826
2024-12-14,GBP,1.210748
2024-12-15,GBP,1.20708
2024-12-16,GBP,1.208415
2024-12-17,GBP,1.206079
2024-12-18,GBP,1.214062
2024-12-19,GBP,1.216428
2024-12-20,GBP,1.215299
2024-12-21,GBP,1.219309
2024-12-22,GBP,1.217365
2024-12-23,GBP,1.218832
2024-12-24,GBP,1.222749
2024-12-25,GBP,1.216163
2024-12-26,GBP,1.222955
2024-12-27,GBP,1.22242
2024-12-28,GBP,1.225728
2024-12-29,GBP,1.228805
2024-12-30,GBP,1.222953
2024-12-31,GBP,1.224907
2025-01-01,GBP,1.220049
2025-01-02,GBP,1.222375
2025-01-03,GBP,1.228889
2025-01-04,GBP,1.219414
2025-01-05,GBP,1.223715
2025-01-06,GBP,1.227332
2025-01-07,GBP,1.229258
2025-01-08,GBP,1.236821
2025-01-09,GBP,1.235937
2025-01-10,GBP,1.23685
2025-01-11,GBP,1.237186
2025-01-12,GBP,1.236639
2025-01-13,GBP,1.235707
2025-01-14,GBP,1.241004
2025-01-15,GBP,1.239187
2025-01-16,GBP,1.236406
2025-01-17,GBP,1.23461
2025-01-18,GBP,1.232103
2025-01-19,GBP,1.233953
2025-01-20,GBP,1.23109
2025-01-21,GBP,1.228616
2025-01-22,GBP,1.218941
2025-01-23,GBP,1.21829
2025-01-24,GBP,1.219638
2025-01-25,GBP,1.220065
2025-01-26,GBP,1.214007
2025-01-27,GBP,1.208296
2025-01-28,GBP,1.202239
2025-01-29,GBP,1.202023
2025-01-30,GBP,1.194245
2025-01-31,GBP,1.189533
2025-02-01,GBP,1.201292
2025-02-02,GBP,1.201397
2025-02-03,GBP,1.198414
2025-02-04,GBP,1.197107
2025-02-05,GBP,1.197207
2025-02-06,GBP,1.203365
2025-02-07,GBP,1.206152
2025-02-08,GBP,1.20603
2025-02-09,GBP,1.210792
2025-02-10,GBP,1.209644
2025-02-11,GBP,1.20973
2025-02-12,GBP,1.208233
2025-02-13,GBP,1.210994
2025-02-14,GBP,1.210792
2025-02-15,GBP,1.210175
2025-02-16,GBP,1.213966
2025-02-17,GBP,1.214041
2025-02-18,GBP,1.214498
2025-02-19,GBP,1.203891
2025-02-20,GBP,1.202117
2025-02-21,GBP,1.201324
2025-02-22,GBP,1.207204
2025-02-23,GBP,1.198801
2025-02-24,GBP,1.20142
2025-02-25,GBP,1.20341
2025-02-26,GBP,1.202654
2025-02-27,GBP,1.201379
2025-02-28,GBP,1.201502
2025-03-01,GBP,1.206284
2025-03-02,GBP,1.211326
2025-03-03,GBP,1.212549
2025-03-04,GBP,1.216608
2025-03-05,GBP,1.221725
2025-03-06,GBP,1.216328
2025-03-07,GBP,1.218231
2025-03-08,GBP,1.215901
2025-03-09,GBP,1.216642
2025-03-10,GBP,1.219286
2025-03-11,GBP,1.215864
2025-03-12,GBP,1.218519
2025-03-13,GBP,1.220995
2025-03-14,GBP,1.220154
2025-03-15,GBP,1.219901
2025-03-16,GBP,1.220538
2025-03-17,GBP,1.224788
2025-03-18,GBP,1.227004
2025-03-19,GBP,1.227643
2025-03-20,GBP,1.232302
2025-03-21,GBP,1.232526
2025-03-22,GBP,1.233619
2025-03-23,GBP,1.234693
2025-03-24,GBP,1.232689
2025-03-25,GBP,1.225319
2025-03-26,GBP,1.223293
2025-03-27,GBP,1.224114
2025-03-28,GBP,1.225332
2025-03-29,GBP,1.228225
2025-03-30,GBP,1.232079
2025-03-31,GBP,1.233548
2025-04-01,GBP,1.234961
2025-04-02,GBP,1.237659
2025-04-03,GBP,1.239696
2025-04-04,GBP,1.244091
2025-04-05,GBP,1.253037
2025-04-06,GBP,1.245232
2025-04-07,GBP,1.242575
2025-04-08,GBP,1.244519
2025-04-09,GBP,1.240502
2025-04-10,GBP,1.243465
2025-04-11,GBP,1.240987
2025-04-12,GBP,1.241679
2025-04-13,GBP,1.241845
2025-04-14,GBP,1.24157
2025-04-15,GBP,1.239995
2025-04-16,GBP,1.2385
2025-04-17,GBP,1.239263
2025-04-18,GBP,1.244014
2025-04-19,GBP,1.238914
2025-04-20,GBP,1.241784
2025-04-21,GBP,1.232136
2025-04-22,GBP,1.221786
2025-04-23,GBP,1.226819
2025-04-24,GBP,1.224453
2025-04-25,GBP,1.223937
2025-04-26,GBP,1.223302
2025-04-27,GBP,1.221093
2025-04-28,GBP,1.217946
2025-04-29,GBP,1.218915
2025-04-30,GBP,1.215439
2025-05-01,GBP,1.214343
2025-05-02,GBP,1.2135
2025-05-03,GBP,1.219098
2025-05-04,GBP,1.213532
2025-05-05,GBP,1.21615
2025-05-06,GBP,1.212735
2025-05-07,GBP,1.211528
2025-05-08,GBP,1.21995
2025-05-09,GBP,1.217095
2025-05-10,GBP,1.22107
2025-05-11,GBP,1.212365
2025-05-12,GBP,1.207557
2025-05-13,GBP,1.204923
2025-05-14,GBP,1.206112
2025-05-15,GBP,1.198962
2025-05-16,GBP,1.201149
2025-05-17,GBP,1.198051
2025-05-18,GBP,1.193994
2025-05-19,GBP,1.198621
2025-05-20,GBP,1.200973
2025-05-21,GBP,1.196612
2025-05-22,GBP,1.195553
2025-05-23,GBP,1.195706
2025-05-24,GBP,1.197485
2025-05-25,GBP,1.205227
2025-05-26,GBP,1.198171
2025-05-27,GBP,1.206891
2025-05-28,GBP,1.205069
2025-05-29,GBP,1.20461
2025-05-30,GBP,1.200862
2025-05-31,GBP,1.200794
2025-06-01,GBP,1.197335
2025-06-02,GBP,1.196383
2025-06-03,GBP,1.196736
2025-06-04,GBP,1.19666
2025-06-05,GBP,1.209156
2025-06-06,GBP,1.214413
2025-06-07,GBP,1.215401
2025-06-08,GBP,1.215603
2025-06-09,GBP,1.222885
2025-06-10,GBP,1.227174
2025-06-11,GBP,1.226011
2025-06-12,GBP,1.22521
2025-06-13,GBP,1.232906
2025-06-14,GBP,1.238685
2025-06-15,GBP,1.24272
2025-06-16,GBP,1.244036
2025-06-17,GBP,1.244439
2025-06-18,GBP,1.238939
2025-06-19,GBP,1.237165
2025-06-20,GBP,1.236788
2025-06-21,GBP,1.234024
2025-06-22,GBP,1.226985
2025-06-23,GBP,1.227864
2025-06-24,GBP,1.228597
2025-06-25,GBP,1.22739
2025-06-26,GBP,1.22789
2025-06-27,GBP,1.229716
2025-06-28,GBP,1.229389
2025-06-29,GBP,1.230399
2025-06-30,GBP,1.230794
2025-07-01,GBP,1.234018
2025-07-02,GBP,1.234176
2025-07-03,GBP,1.239004
2025-07-04,GBP,1.238183
2025-07-05,GBP,1.24529
2025-07-06,GBP,1.242055
2025-07-07,GBP,1.24945
2025-07-08,GBP,1.251339
2025-07-09,GBP,1.25238
2025-07-10,GBP,1.251554
2025-07-11,GBP,1.244641
2025-07-12,GBP,1.248073
2025-07-13,GBP,1.252773
2025-07-14,GBP,1.253871
2025-07-15,GBP,1.25684
2025-07-16,GBP,1.255314
2025-07-17,GBP,1.253725
2025-07-18,GBP,1.245837
2025-07-19,GBP,1.245979
2025-07-20,GBP,1.246558
2025-07-21,GBP,1.244267
2025-07-22,GBP,1.241187
2025-07-23,GBP,1.255637
2025-07-24,GBP,1.248991
2025-07-25,GBP,1.253461
2025-07-26,GBP,1.256228
2025-07-27,GBP,1.26558
2025-07-28,GBP,1.27203
2025-07-29,GBP,1.270081
2025-07-30,GBP,1.266213
2025-07-31,GBP,1.267578
2025-08-01,GBP,1.269356
2025-08-02,GBP,1.269857
2025-08-03,GBP,1.266739
2025-08-04,GBP,1.266387
2025-08-05,GBP,1.279514
2025-08-06,GBP,1.282483
2025-08-07,GBP,1.275457
2025-08-08,GBP,1.274154
2025-08-09,GBP,1.282276
2025-08-10,GBP,1.287519
2025-08-11,GBP,1.283815
2025-08-12,GBP,1.274679
2025-08-13,GBP,1.278463
2025-08-14,GBP,1.279512
2025-08-15,GBP,1.27432
2025-08-16,GBP,1.281121
2025-08-17,GBP,1.282162
2025-08-18,GBP,1.283249
2025-08-19,GBP,1.283576
2025-08-20,GBP,1.283767
2025-08-21,GBP,1.286274
2025-08-22,GBP,1.282385
2025-08-23,GBP,1.28437
2025-08-24,GBP,1.283226
2025-08-25,GBP,1.285591
2025-08-26,GBP,1.283858
2025-08-27,GBP,1.275956
2025-08-28,GBP,1.283208
2025-08-29,GBP,1.283522
2025-08-30,GBP,1.274321
2025-08-31,GBP,1.271504
2025-09-01,GBP,1.267579
2025-09-02,GBP,1.264651
2025-09-03,GBP,1.269853
2025-09-04,GBP,1.2719
2025-09-05,GBP,1.26769
2025-09-06,GBP,1.2679
2025-09-07,GBP,1.26993
2025-09-08,GBP,1.271314
2025-09-09,GBP,1.269641
2025-09-10,GBP,1.263012
2025-09-11,GBP,1.272373
2025-09-12,GBP,1.266709
2025-09-13,GBP,1.263499
2025-09-14,GBP,1.267023
2025-09-15,GBP,1.266367
2025-09-16,GBP,1.27069
2025-09-17,GBP,1.27213
2025-09-18,GBP,1.274
2025-09-19,GBP,1.275971
2025-09-20,GBP,1.281937
2025-09-21,GBP,1.283483
2025-09-22,GBP,1.285263
2025-09-23,GBP,1.289843
2025-09-24,GBP,1.296704
2025-09-25,GBP,1.299142
2025-09-26,GBP,1.297156
2025-09-27,GBP,1.295153
2025-09-28,GBP,1.294814
2025-09-29,GBP,1.300546
2025-09-30,GBP,1.304324
2025-10-01,GBP,1.306664
2025-10-02,GBP,1.310854
2025-10-03,GBP,1.312478
2025-10-04,GBP,1.307905
2025-10-05,GBP,1.303822
2025-10-06,GBP,1.302335
2025-10-07,GBP,1.3032
2025-10-08,GBP,1.299886
2025-10-09,GBP,1.292225
2025-10-10,GBP,1.291697
2025-10-11,GBP,1.289643
2025-10-12,GBP,1.286622
2025-10-13,GBP,1.28183
2025-10-14,GBP,1.277512
2025-10-15,GBP,1.270926
2025-10-16,GBP,1.27154
2025-10-17,GBP,1.269372
2025-10-18,GBP,1.265659
2025-10-19,GBP,1.271419
2025-10-20,GBP,1.274283
2025-10-21,GBP,1.276587
2025-10-22,GBP,1.27993
2025-10-23,GBP,1.28085
2025-10-24,GBP,1.280089
2025-10-25,GBP,1.279056
2025-10-26,GBP,1.280943
2025-10-27,GBP,1.282311
2025-10-28,GBP,1.286416
2025-10-29,GBP,1.293641
2025-10-30,GBP,1.298543
2025-10-31,GBP,1.29928
2025-11-01,GBP,1.303716
2025-11-02,GBP,1.303927
2025-11-03,GBP,1.295729
2025-11-04,GBP,1.288399
2025-11-05,GBP,1.289666
2025-11-06,GBP,1.299511
2025-11-07,GBP,1.301845
2025-11-08,GBP,1.299896
2025-11-09,GBP,1.302551
2025-11-10,GBP,1.309581
2025-11-11,GBP,1.307293
2025-11-12,GBP,1.308387
2025-11-13,GBP,1.309199
2025-11-14,GBP,1.310102
2025-11-15,GBP,1.308886
2025-11-16,GBP,1.308702
2025-11-17,GBP,1.312698
2025-11-18,GBP,1.30825
2025-11-19,GBP,1.312704
2025-11-20,GBP,1.316582
2025-11-21,GBP,1.314624
2025-11-22,GBP,1.310446
2025-11-23,GBP,1.302984
2025-11-24,GBP,1.296094
2025-11-25,GBP,1.288865
2025-11-26,GBP,1.285483
2025-11-27,GBP,1.284345
2025-11-28,GBP,1.282048
2025-11-29,GBP,1.289714
2025-11-30,GBP,1.288399
2025-12-01,GBP,1.28909
2025-12-02,GBP,1.293306
2025-12-03,GBP,1.295511
2025-12-04,GBP,1.29066
2025-12-05,GBP,1.294509
2025-12-06,GBP,1.296161
2025-12-07,GBP,1.301955
2025-12-08,GBP,1.297859
2025-12-09,GBP,1.29357
2025-12-10,GBP,1.29009
2025-12-11,GBP,1.291419
2025-12-12,GBP,1.295216
2025-12-13,GBP,1.295669
2025-12-14,GBP,1.297586
2025-12-15,GBP,1.296417
2025-12-16,GBP,1.29228
2025-12-17,GBP,1.29554
2025-12-18,GBP,1.291401
2025-12-19,GBP,1.293347
2025-12-20,GBP,1.296736
2025-12-21,GBP,1.303717
2025-12-22,GBP,1.30788
2025-12-23,GBP,1.307145
2025-12-24,GBP,1.310779
2025-12-25,GBP,1.313481
2025-12-26,GBP,1.312693
2025-12-27,GBP,1.316517
2025-12-28,GBP,1.316365
2025-12-29,GBP,1.314908
2025-12-30,GBP,1.317099
2025-12-31,GBP,1.31413
2026-01-01,GBP,1.321284
2026-01-02,GBP,1.316638
2026-01-03,GBP,1.317994
2026-01-04,GBP,1.317167
2026-01-05,GBP,1.321937
2026-01-06,GBP,1.321658
2026-01-07,GBP,1.31471
2026-01-08,GBP,1.311054
2026-01-09,GBP,1.31615
2026-01-10,GBP,1.320127
2026-01-11,GBP,1.316156
2026-01-12,GBP,1.319814
2026-01-13,GBP,1.317481
2026-01-14,GBP,1.31631
2026-01-15,GBP,1.313885
2026-01-16,GBP,1.313771
2026-01-17,GBP,1.316274
2026-01-18,GBP,1.306827
2026-01-19,GBP,1.307354
2026-01-20,GBP,1.312936
2026-01-21,GBP,1.311575
2026-01-22,GBP,1.306865
2026-01-23,GBP,1.302129
2026-01-24,GBP,1.29283
2026-01-25,GBP,1.288568
2026-01-26,GBP,1.294961
2026-01-27,GBP,1.286672
2026-01-28,GBP,1.287184
2026-01-29,GBP,1.286913
2026-01-30,GBP,1.286377
2026-01-31,GBP,1.290789
2026-02-01,GBP,1.294671
2026-02-02,GBP,1.293841
2026-02-03,GBP,1.28914
2026-02-04,GBP,1.292207
2026-02-05,GBP,1.29768
2026-02-06,GBP,1.302126
2026-02-07,GBP,1.301038
2026-02-08,GBP,1.298453
2026-02-09,GBP,1.307263
2026-02-10,GBP,1.309354
2026-02-11,GBP,1.314891
2026-02-12,GBP,1.315242
2026-02-13,GBP,1.312879
2026-02-14,GBP,1.309917
2026-02-15,GBP,1.311005
2026-02-16,GBP,1.310989
2026-02-17,GBP,1.309504
2026-02-18,GBP,1.301616
2026-02-19,GBP,1.30357
2026-02-20,GBP,1.301103
2026-02-21,GBP,1.300591
2026-02-22,GBP,1.301309
2026-02-23,GBP,1.293973
2026-02-24,GBP,1.292629
2026-02-25,GBP,1.290055
2026-02-26,GBP,1.282323
2026-02-27,GBP,1.283506
2026-02-28,GBP,1.290579
2026-03-01,GBP,1.287836
2026-03-02,GBP,1.29054
2026-03-03,GBP,1.289681
2026-03-04,GBP,1.295833
2026-03-05,GBP,1.294662
2026-03-06,GBP,1.296498
2026-03-07,GBP,1.29141
2026-03-08,GBP,1.288484
2026-03-09,GBP,1.290281
2026-03-10,GBP,1.290392
2026-03-11,GBP,1.293053
2026-03-12,GBP,1.295553
2026-03-13,GBP,1.294765
2026-03-14,GBP,1.295811
2026-03-15,GBP,1.294954
2026-03-16,GBP,1.290789
2026-03-17,GBP,1.296719
2026-03-18,GBP,1.300979
2026-03-19,GBP,1.30395
2026-03-20,GBP,1.303173
2026-03-21,GBP,1.305404
2026-03-22,GBP,1.309487
2026-03-23,GBP,1.308365
2026-03-24,GBP,1.301261
2026-03-25,GBP,1.306149
2026-03-26,GBP,1.304432
2026-03-27,GBP,1.316261
2026-03-28,GBP,1.314194
2026-03-29,GBP,1.318891
2026-03-30,GBP,1.326756
2026-03-31,GBP,1.32535
2026-04-01,GBP,1.33082
2026-04-02,GBP,1.332269
2026-04-03,GBP,1.335813
2026-04-04,GBP,1.335887
2026-04-05,GBP,1.338056
2026-04-06,GBP,1.336927
2026-04-07,GBP,1.341805
2026-04-08,GBP,1.340185
2026-04-09,GBP,1.345009
2026-04-10,GBP,1.345522
2026-04-11,GBP,1.347784
2026-04-12,GBP,1.343232
2026-04-13,GBP,1.345697
2026-04-14,GBP,1.347141
2026-04-15,GBP,1.352883
2026-04-16,GBP,1.355978
2026-04-17,GBP,1.35554
2026-04-18,GBP,1.357463
2026-04-19,GBP,1.356353
2026-04-20,GBP,1.355682
2026-04-21,GBP,1.358674
2026-04-22,GBP,1.360812
2026-04-23,GBP,1.361658
2026-04-24,GBP,1.359784
2026-04-25,GBP,1.358484
2026-04-26,GBP,1.352687
2026-04-27,GBP,1.35258
2026-04-28,GBP,1.34433
2026-04-29,GBP,1.355833
2026-04-30,GBP,1.355036
2026-05-01,GBP,1.357797
2026-05-02,GBP,1.365036
2026-05-03,GBP,1.370341
2026-05-04,GBP,1.369765
2026-05-05,GBP,1.368389
2026-05-06,GBP,1.371028
2026-05-07,GBP,1.376104
2026-05-08,GBP,1.3719
2026-05-09,GBP,1.370357
2026-05-10,GBP,1.368671
2026-05-11,GBP,1.368365
2026-05-12,GBP,1.368718
2026-05-13,GBP,1.364767
2026-05-14,GBP,1.362627
2026-05-15,GBP,1.366947
2026-05-16,GBP,1.362891
2026-05-17,GBP,1.352828
2026-05-18,GBP,1.356395
2026-05-19,GBP,1.35208
2026-05-20,GBP,1.356435
2026-05-21,GBP,1.358975
2026-05-22,GBP,1.362371
2026-05-23,GBP,1.360017
2026-05-24,GBP,1.358007
2026-05-25,GBP,1.364384
2026-05-26,GBP,1.368341
2026-05-27,GBP,1.362332
2026-05-28,GBP,1.361144
2026-05-29,GBP,1.36566
2026-05-30,GBP,1.358428
2026-05-31,GBP,1.357672
2026-06-01,GBP,1.356725
2026-06-02,GBP,1.350502
2026-06-03,GBP,1.347842
2026-06-04,GBP,1.347573
2026-06-05,GBP,1.348196
2026-06-06,GBP,1.348418
2026-06-07,GBP,1.341227
2026-06-08,GBP,1.340771
2026-06-09,GBP,1.350558
2026-06-10,GBP,1.348461
2026-06-11,GBP,1.350131
2026-06-12,GBP,1.355094
2026-06-13,GBP,1.359726
2026-06-14,GBP,1.35542
2026-06-15,GBP,1.353111
2026-06-16,GBP,1.353571
2026-06-17,GBP,1.349164
2026-06-18,GBP,1.349666
2026-06-19,GBP,1.351298
2026-06-20,GBP,1.348267
2026-06-21,GBP,1.353577
2026-06-22,GBP,1.347038
2026-06-23,GBP,1.346527
2026-06-24,GBP,1.349343
2026-06-25,GBP,1.348188
2026-06-26,GBP,1.341598
2026-06-27,GBP,1.341038
