opportunity_id,account_id,opportunity_name,owner_user_id,opportunity_type,amount,currency,created_date,close_date,stage_name,is_closed,is_won,forecast_category,lead_source
O11061,A1087,Pinnacle Ventures Ltd - Expansion,U214,Expansion,31962.0,USD,2024-07-18,2024-08-07,6-Closed Lost,True,False,Closed,Partner
O10611,A1209,Meridian Payments Inc - Expansion,U216,Expansion,30660.0,GBP,2024-12-10,2025-02-25,5-Closed Won,True,True,Closed,Partner
O10538,A1104,Quarry Partners Pte Ltd - Renewal,U216,Renewal,7100.0,USD,2025-07-05,2025-07-18,5-Closed Won,True,True,Closed,Inbound
O10573,A1277,Zenith Networks Pte Ltd - Renewal,U211,Renewal,17600.0,USD,2024-10-20,2024-12-03,6-Closed Lost,True,False,Closed,Outbound
O10623,A1285,Quarry Custody PLC - Expansion,U214,Expansion,9408.0,SGD,2024-11-14,2024-11-23,6-Closed Lost,True,False,Closed,Outbound
O10416,A1040,Lattice Holdings Pte Ltd - Expansion,U219,Expansion,50274.0,USD,2024-07-15,2024-09-11,5-Closed Won,True,True,Closed,Outbound
O11682,A1386,Cobalt Digital Pte Ltd - New Business,U216,New Business,19800.0,GBP,2024-05-18,2024-07-02,6-Closed Lost,True,False,Closed,Inbound
O11028,A1248,Keystone Trust Inc - New Business,U217,New Business,166600.0,USD,2024-01-04,2024-05-21,6-Closed Lost,True,False,Closed,Outbound
O12269,A1315,Tessera Partners LLC - New Business,U204,New Business,432100.0,USD,2025-01-24,2025-05-20,5-Closed Won,True,True,Closed,Event
O12454,A1222,Pinnacle Holdings LLC - Renewal,U215,Renewal,30900.0,EUR,2024-11-05,2025-02-02,5-Closed Won,True,True,Closed,Inbound
O10453,A1096,Dovetail Networks SA - New Business,U212,New Business,67600.0,USD,2025-11-09,2026-01-28,5-Closed Won,True,True,Closed,Outbound
O10215,A1018,Dovetail Bancorp LLC - New Business,U206,New Business,205600.0,EUR,2025-02-01,2025-08-04,6-Closed Lost,True,False,Closed,Partner
O10002,A1352,Ardent Group GmbH - Renewal,U200,Renewal,291300.0,EUR,2025-03-17,2025-07-26,5-Closed Won,True,True,Closed,Outbound
O11948,A1148,Norsk Trust Co - Expansion,U210,Expansion,9366.0,USD,2024-07-31,2024-08-09,6-Closed Lost,True,False,Closed,Partner
O10031,A1084,Eastgate Financial GmbH - New Business,U206,New Business,20500.0,USD,2025-03-31,2025-05-29,6-Closed Lost,True,False,Closed,Outbound
O10253,A1145,Harrow Labs Pte Ltd - Expansion,U211,Expansion,8190.0,USD,2024-10-22,2024-12-06,6-Closed Lost,True,False,Closed,Partner
O11282,A1226,Dovetail Advisors Pte Ltd - Expansion,U214,Expansion,12348.0,BRL,2025-05-20,2025-08-17,5-Closed Won,True,True,Closed,Partner
O11913,A1209,Meridian Payments Inc - New Business,U216,New Business,30200.0,GBP,2025-03-13,2025-08-09,6-Closed Lost,True,False,Closed,Inbound
O12500,A1188,Stanhope Holdings Inc - New Business,U217,New Business,105100.0,USD,2025-12-21,2026-06-14,5-Closed Won,True,True,Closed,Outbound
O11172,A1333,Ironclad Digital Co - Renewal,U203,Renewal,32800.0,USD,2024-01-16,2024-02-13,5-Closed Won,True,True,Closed,Outbound
O12352,A1315,Tessera Partners LLC - Expansion,U204,Expansion,82824.0,USD,2024-04-19,2024-08-06,5-Closed Won,True,True,Closed,Outbound
O10653,A1119,Eastgate Ventures SA - New Business,U207,New Business,306100.0,USD,2025-10-11,2026-03-12,5-Closed Won,True,True,Closed,Partner
O10503,A1188,Stanhope Holdings Inc - New Business,U217,New Business,169800.0,USD,2024-01-22,2024-05-14,6-Closed Lost,True,False,Closed,Event
O10518,A1270,Beltway Bancorp Co - New Business,U201,New Business,144200.0,SGD,2026-02-07,2026-04-16,6-Closed Lost,True,False,Closed,Inbound
O12549,A1173,Lattice Payments Co - New Business,U219,New Business,75400.0,USD,2026-02-26,2026-01-20,6-Closed Lost,True,False,Closed,Inbound
O10379,A1206,Keystone Systems SA - Expansion,U216,Expansion,58338.0,USD,2024-11-10,2025-01-04,6-Closed Lost,True,False,Closed,Outbound
O12348,A1182,Marrow Group Co - New Business,U203,New Business,549800.0,USD,2025-05-23,2025-12-20,6-Closed Lost,True,False,Closed,Referral
O10818,A1339,Northwind Payments LLC - New Business,U217,New Business,11000.0,GBP,2025-08-13,2025-09-14,6-Closed Lost,True,False,Closed,Inbound
O11724,A1298,Inlet Systems GmbH - Renewal,U219,Renewal,295000.0,BRL,2024-01-03,2024-06-08,5-Closed Won,True,True,Closed,Event
O11901,A1200,Juniper Custody Inc - Expansion,U220,Expansion,15162.0,GBP,2024-05-14,2024-07-18,5-Closed Won,True,True,Closed,Outbound
O12451,A1276,Inlet Capital GmbH - Renewal,U211,Renewal,18900.0,EUR,2026-04-18,2026-06-11,5-Closed Won,True,True,Closed,Partner
O11064,A1297,Redmond Labs GmbH - New Business,U218,New Business,131400.0,USD,2024-05-05,2024-10-26,5-Closed Won,True,True,Closed,Outbound
O12351,A1038,Dovetail Digital LLC - New Business,U209,New Business,28000.0,USD,2026-02-14,2026-03-15,5-Closed Won,True,True,Closed,Inbound
O11980,A1140,Dovetail Exchange GmbH - Renewal,U202,Renewal,36100.0,BRL,2026-04-27,2026-07-26,2-Qualified,False,False,Commit,Outbound
O11117,A1271,Zenith Trust SA - New Business,U220,New Business,45300.0,USD,2024-03-23,2024-05-13,6-Closed Lost,True,False,Closed,Outbound
O12204,A1265,Gilder Labs Pte Ltd - Renewal,U218,Renewal,198700.0,USD,2024-08-10,2024-12-11,5-Closed Won,True,True,Closed,Event
O99025,A1325,Meridian Securities LLC - New Business,U215,New Business,87800.0,USD,2024-06-13,2025-01-02,6-Closed Lost,True,False,Closed,Inbound
O10593,A1417,Lumen Holdings Ltd - Expansion,U208,Expansion,87822.0,USD,2025-11-23,2026-05-27,6-Closed Lost,True,False,Closed,Inbound
O99019,A1032,Bluewater Ventures PLC - New Business,U207,New Business,62600.0,USD,2024-02-09,2024-04-16,6-Closed Lost,True,False,Closed,Partner
O10181,A1173,Lattice Payments Co - Expansion,U219,Expansion,14322.0,USD,2025-11-25,2026-02-09,6-Closed Lost,True,False,Closed,Outbound
O10741,A1184,Northwind Securities PLC - Expansion,U208,Expansion,243306.0,USD,2026-06-04,2026-10-02,1-Discovery,False,False,Pipeline,Outbound
O11394,A1170,Fairlane Analytics Co - New Business,U220,New Business,175500.0,USD,2026-04-15,2026-11-07,2-Qualified,False,False,Commit,Inbound
O10232,A1320,Beltway Ventures Pte Ltd - New Business,U200,New Business,79600.0,USD,2025-02-10,2025-03-23,5-Closed Won,True,True,Closed,Inbound
O10521,A1343,Fairlane Group Pte Ltd - Expansion,U201,Expansion,150360.0,USD,2024-03-16,2024-08-04,5-Closed Won,True,True,Closed,Outbound
O11797,A1231,Meridian Networks Co - Renewal,U210,Renewal,254500.0,BRL,2025-11-05,2026-03-01,5-Closed Won,True,True,Closed,Outbound
O11209,A1304,Ardent Exchange GmbH - Renewal,U209,Renewal,53500.0,USD,2025-04-07,2025-08-03,6-Closed Lost,True,False,Closed,Inbound
O10128,A1348,Stanhope Custody LLC - Renewal,U203,Renewal,203400.0,USD,2024-11-09,2025-02-20,5-Closed Won,True,True,Closed,Referral
O12417,A1234,Lattice Digital Pte Ltd - Expansion,U210,Expansion,19194.0,USD,2026-05-09,2026-08-12,1-Discovery,False,False,Pipeline,Referral
O12357,A1028,Thorne Trust PLC - Renewal,U205,Renewal,576800.0,USD,2024-06-03,2024-11-13,5-Closed Won,True,True,Closed,Inbound
O11501,A1374,Gilder Advisors PLC - New Business,U222,New Business,553300.0,SGD,2024-05-06,2024-10-01,6-Closed Lost,True,False,Closed,Referral
O10957,A1121,Caldera Holdings Ltd - New Business,U219,New Business,59700.0,USD,2026-04-19,2026-07-04,1-Discovery,False,False,Commit,Event
O11311,A1204,Ironclad Trust GmbH - Renewal,U203,Renewal,104100.0,USD,2025-08-11,2025-10-17,5-Closed Won,True,True,Closed,Partner
O11204,A1136,Fairlane Securities GmbH - New Business,U222,New Business,12400.0,USD,2024-11-12,2024-12-18,5-Closed Won,True,True,Closed,Inbound
O12599,A1104,Quarry Partners Pte Ltd - Renewal,U216,Renewal,23100.0,USD,2025-11-18,2025-12-18,6-Closed Lost,True,False,Closed,Inbound
O10605,A1219,Stanhope Partners PLC - Expansion,U214,Expansion,14994.0,USD,2025-01-30,2025-04-20,5-Closed Won,True,True,Closed,Partner
O12086,A1223,Cobalt Capital Co - New Business,U204,New Business,33800.0,USD,2026-04-14,2026-07-25,1-Discovery,False,False,Pipeline,Outbound
O11582,A1126,Lattice Digital Ltd - New Business,U221,New Business,49900.0,USD,2025-06-07,2025-07-07,6-Closed Lost,True,False,Closed,Referral
O10764,A1317,Norsk Bancorp PLC - Expansion,U206,Expansion,380520.0,SGD,2025-06-28,2025-12-29,6-Closed Lost,True,False,Closed,Inbound
O11105,A1170,Fairlane Analytics Co - Expansion,U220,Expansion,114450.0,USD,2024-03-05,2024-07-31,5-Closed Won,True,True,Closed,Event
O12363,A1074,Vertex Systems Pte Ltd - New Business,U213,New Business,30300.0,GBP,2025-06-24,2025-09-09,5-Closed Won,True,True,Closed,Event
O10325,A1348,Stanhope Custody LLC - New Business,U203,New Business,138400.0,USD,2024-01-04,2024-04-24,6-Closed Lost,True,False,Closed,Event
O11346,A1095,Caldera Custody Ltd - New Business,U203,New Business,34500.0,USD,2024-04-25,2024-07-13,6-Closed Lost,True,False,Closed,Outbound
O12323,A1125,Sable Group SA - New Business,U213,New Business,149900.0,USD,2024-07-12,2024-12-12,6-Closed Lost,True,False,Closed,Outbound
O10703,A1252,Auriga Capital Pte Ltd - Renewal,U201,Renewal,57100.0,USD,2024-04-15,2024-07-01,5-Closed Won,True,True,Closed,Event
O10474,A1095,Caldera Custody Ltd - Expansion,U203,Expansion,13776.0,USD,2026-05-31,2026-06-24,6-Closed Lost,True,False,Closed,Partner
O11547,A1142,Northwind Bancorp LLC - New Business,U220,New Business,354600.0,USD,2024-09-14,2025-03-14,6-Closed Lost,True,False,Closed,Inbound
O10034,A1071,Westford Systems Pte Ltd - Renewal,U218,Renewal,170000.0,USD,2025-12-20,2026-04-19,5-Closed Won,True,True,Closed,Inbound
O10110,A1090,Inlet Analytics Inc - New Business,U207,New Business,6700.0,USD,2025-11-15,2026-01-05,5-Closed Won,True,True,Closed,Referral
O12032,A1240,Northwind Capital Pte Ltd - New Business,U208,New Business,10600.0,USD,2025-05-04,2025-06-03,6-Closed Lost,True,False,Closed,Partner
O11608,A1248,Keystone Trust Inc - Expansion,U217,Expansion,131880.0,USD,2024-08-18,2024-12-26,5-Closed Won,True,True,Closed,Outbound
O12389,A1289,Stanhope Networks GmbH - New Business,U201,New Business,11900.0,GBP,2025-05-10,2025-07-24,6-Closed Lost,True,False,Closed,Event
O10806,A1222,Pinnacle Holdings LLC - Expansion,U215,Expansion,40362.0,EUR,2025-11-25,2026-01-17,5-Closed Won,True,True,Closed,Partner
O10071,A1382,Fairlane Payments Co - Expansion,U216,Expansion,25032.0,GBP,2024-01-16,2024-03-20,6-Closed Lost,True,False,Closed,Event
O11756,A1366,Cobalt Networks LLC - New Business,U214,New Business,39600.0,USD,2026-01-26,2026-03-26,6-Closed Lost,True,False,Closed,Inbound
O11803,A1293,Caldera Bancorp SA - New Business,U203,New Business,192900.0,BRL,2025-03-16,2025-08-29,6-Closed Lost,True,False,Closed,Event
O11222,A1065,Quarry Payments Inc - Renewal,U210,Renewal,43100.0,EUR,2026-05-25,2026-09-19,2-Qualified,False,False,Pipeline,Event
O11753,A1279,Sable Ventures Co - Renewal,U208,Renewal,69300.0,USD,2025-04-06,2025-07-29,5-Closed Won,True,True,Closed,Inbound
O10366,A1209,Meridian Payments Inc - New Business,U216,New Business,73100.0,GBP,2024-02-04,2024-05-22,6-Closed Lost,True,False,Closed,Outbound
O11452,A1025,Orbit Financial SA - Renewal,U217,Renewal,938600.0,USD,2026-02-20,2026-08-19,4-Negotiation,False,False,Pipeline,Inbound
O11122,A1123,Orbit Trust Inc - Expansion,U218,Expansion,9618.0,GBP,2024-11-04,2024-11-20,5-Closed Won,True,True,Closed,Outbound
O10147,A1391,Auriga Labs PLC - New Business,U205,New Business,275000.0,SGD,2025-01-29,2025-07-02,6-Closed Lost,True,False,Closed,Outbound
O11970,A1188,Stanhope Holdings Inc - New Business,U217,New Business,163700.0,USD,2026-02-22,2026-06-02,6-Closed Lost,True,False,Closed,Event
O98042,A9501,Tessera Financial LLC - New Business,U219,New Business,6100.0,USD,2024-02-15,2024-02-24,6-Closed Lost,True,False,Closed,Outbound
O12461,A1204,Ironclad Trust GmbH - Expansion,U203,Expansion,28308.0,USD,2025-08-17,2025-10-16,5-Closed Won,True,True,Closed,Referral
O10476,A1038,Dovetail Digital LLC - Expansion,U209,Expansion,12180.0,USD,2026-01-31,2026-04-10,5-Closed Won,True,True,Closed,Inbound
O10166,A1270,Beltway Bancorp Co - New Business,U201,New Business,316600.0,SGD,2025-04-17,2025-07-12,6-Closed Lost,True,False,Closed,Inbound
O11370,A1052,Norsk Advisors Co - New Business,U206,New Business,67400.0,USD,2025-04-29,2025-08-27,6-Closed Lost,True,False,Closed,Outbound
O10799,A1268,Caldera Digital Pte Ltd - New Business,U210,New Business,18500.0,GBP,2024-03-29,2024-06-07,6-Closed Lost,True,False,Closed,Outbound
O12359,A1322,Orbit Labs Inc - Renewal,U214,Renewal,144100.0,USD,2025-12-20,2026-03-17,5-Closed Won,True,True,Closed,Inbound
O10570,A1099,Ardent Digital Ltd - New Business,U204,New Business,138900.0,EUR,2025-06-05,2025-11-03,5-Closed Won,True,True,Closed,Event
O98027,A9002,Harrow Exchange LLC - Expansion,U223,Expansion,4620.0,USD,2025-07-18,2025-10-21,5-Closed Won,True,True,Closed,Outbound
O98002,A9002,Stanhope Holdings Inc - Renewal,U217,Renewal,134500.0,USD,2025-07-19,2025-11-04,5-Closed Won,True,True,Closed,Partner
O12380,A1226,Dovetail Advisors Pte Ltd - Expansion,U214,Expansion,14700.0,BRL,2024-12-07,2025-03-05,6-Closed Lost,True,False,Closed,Inbound
O11845,A1025,Orbit Financial SA - Renewal,U217,Renewal,440800.0,USD,2024-04-01,2024-07-18,6-Closed Lost,True,False,Closed,Event
O11969,A1260,Auriga Bancorp SA - Renewal,U220,Renewal,65100.0,USD,2025-03-30,2025-03-20,5-Closed Won,True,True,Closed,Inbound
O12253,A1249,Vantage Trust PLC - New Business,U204,New Business,58100.0,BRL,2024-10-17,2025-02-10,6-Closed Lost,True,False,Closed,Inbound
O11923,A1196,Pinnacle Group GmbH - New Business,U211,New Business,43600.0,GBP,2025-05-14,2025-08-31,6-Closed Lost,True,False,Closed,Partner
O98020,A9504,Ardent Group GmbH - Renewal,U200,Renewal,291300.0,EUR,2025-03-17,2025-07-26,5-Closed Won,True,True,Closed,Outbound
O12300,A1102,Kestrel Exchange Ltd - New Business,U210,New Business,72200.0,USD,2026-03-04,2026-03-13,6-Closed Lost,True,False,Closed,Outbound
O10576,A1271,Zenith Trust SA - Renewal,U220,Renewal,71600.0,USD,2024-09-10,2024-12-09,5-Closed Won,True,True,Closed,Outbound
O10301,A1195,Auriga Securities Inc - Expansion,U211,Expansion,54936.0,USD,2024-09-10,2024-12-21,6-Closed Lost,True,False,Closed,Outbound
O10977,A1189,Orbit Trust LLC - New Business,U210,New Business,16300.0,USD,2024-08-09,2024-11-20,6-Closed Lost,True,False,Closed,Inbound
O11313,A1211,Norsk Financial LLC - Renewal,U207,Renewal,20100.0,BRL,2026-03-13,2026-03-26,5-Closed Won,True,True,Closed,Outbound
O11916,A1185,Beltway Ventures SA - New Business,U210,New Business,22400.0,USD,2025-08-01,2025-08-22,6-Closed Lost,True,False,Closed,Inbound
O12047,A1332,Pinnacle Capital Co - Renewal,U203,Renewal,362900.0,USD,2026-06-02,2026-10-27,2-Qualified,False,False,Pipeline,Inbound
O10016,A1171,Inlet Exchange LLC - New Business,U206,New Business,44100.0,USD,2025-11-10,2026-02-06,6-Closed Lost,True,False,Closed,Inbound
O12595,A1130,Stanhope Capital SA - New Business,U219,New Business,0.0,USD,2025-04-10,2025-11-14,6-Closed Lost,True,False,Closed,Partner
O10344,A1366,Cobalt Networks LLC - Renewal,U214,Renewal,147500.0,USD,2025-11-24,2026-02-07,5-Closed Won,True,True,Closed,Partner
O10936,A1402,Gilder Networks LLC - Expansion,U213,Expansion,23478.0,USD,2026-02-11,2026-02-20,5-Closed Won,True,True,Closed,Outbound
O11553,A1255,Granite Capital PLC - Renewal,U207,Renewal,232300.0,USD,2024-12-13,2025-04-06,5-Closed Won,True,True,Closed,Referral
O10635,A1061,Lattice Securities Inc - Renewal,U206,Renewal,17100.0,USD,2024-03-06,2024-04-13,5-Closed Won,True,True,Closed,Partner
O11060,A1147,Westford Advisors LLC - Renewal,U223,Renewal,15700.0,EUR,2025-10-08,2025-10-17,5-Closed Won,True,True,Closed,Inbound
O11854,A1238,Quarry Networks PLC - Renewal,U201,Renewal,6800.0,USD,2025-04-24,2025-05-10,5-Closed Won,True,True,Closed,Outbound
O10708,A1330,Solstice Advisors SA - New Business,U204,New Business,79300.0,USD,2025-03-09,2025-06-03,6-Closed Lost,True,False,Closed,Partner
O11200,A1251,Juniper Group Co - Renewal,U218,Renewal,16200.0,GBP,2025-01-15,2025-01-26,6-Closed Lost,True,False,Closed,Inbound
O10424,A1203,Harrow Partners Co - Renewal,U207,Renewal,21400.0,USD,2026-05-08,2026-07-02,1-Discovery,False,False,Pipeline,Inbound
O10163,A1284,Kestrel Bancorp GmbH - Expansion,U214,Expansion,41076.0,GBP,2026-05-01,2026-07-02,1-Discovery,False,False,Best Case,Outbound
O11558,A1283,Caldera Securities PLC - Expansion,U202,Expansion,7644.0,USD,2024-03-27,2024-05-04,5-Closed Won,True,True,Closed,Outbound
O99006,A1288,Eastgate Holdings LLC - Renewal,U200,Renewal,54900.0,EUR,2024-07-21,2024-09-27,5-Closed Won,True,True,Closed,Event
O12143,A1400,Stanhope Networks Ltd - Renewal,U201,Renewal,128700.0,USD,2025-08-05,2025-12-21,5-Closed Won,True,True,Closed,Outbound
O98040,A9015,Thorne Partners SA - Expansion,U204,Expansion,136752.0,USD,2025-11-07,2026-02-03,5-Closed Won,True,True,Closed,Referral
O10790,A1087,Pinnacle Ventures Ltd - New Business,U214,New Business,83600.0,USD,2024-04-19,2024-04-28,5-Closed Won,True,True,Closed,Event
O11518,A1256,Palisade Payments Pte Ltd - Renewal,U214,Renewal,543200.0,BRL,2024-11-16,2025-05-12,5-Closed Won,True,True,Closed,Inbound
O11180,A1269,Granite Custody PLC - Renewal,U208,Renewal,200800.0,EUR,2026-01-09,2026-06-08,5-Closed Won,True,True,Closed,Event
O11216,A1326,Beltway Payments Inc - Renewal,U207,Renewal,407500.0,USD,2024-05-16,2024-09-01,6-Closed Lost,True,False,Closed,Outbound
O11839,A1179,Thorne Partners SA - Renewal,U204,Renewal,183700.0,USD,2025-10-01,2026-01-10,5-Closed Won,True,True,Closed,Inbound
O10260,A1085,Solstice Capital Pte Ltd - New Business,U223,New Business,10700.0,USD,2025-09-20,2025-10-17,6-Closed Lost,True,False,Closed,Outbound
O12051,A1413,Vertex Capital PLC - Renewal,U210,Renewal,36100.0,USD,2024-08-28,2024-08-09,6-Closed Lost,True,False,Closed,Partner
O11049,A1410,Lattice Ventures Pte Ltd - Renewal,U213,Renewal,49800.0,USD,2026-05-24,2026-06-08,5-Closed Won,True,True,Closed,Inbound
O12037,A1335,Quarry Financial Co - Expansion,U213,Expansion,63546.0,USD,2025-10-09,2026-03-16,5-Closed Won,True,True,Closed,Inbound
O11613,A1411,Harrow Exchange LLC - Renewal,U223,Renewal,14900.0,USD,2024-04-02,2024-04-11,6-Closed Lost,True,False,Closed,Inbound
O10578,A1310,Dovetail Ventures Inc - Renewal,U208,Renewal,158300.0,USD,2024-04-09,2024-07-18,5-Closed Won,True,True,Closed,Outbound
O11137,A1242,Tessera Advisors SA - Renewal,U209,Renewal,59700.0,GBP,2024-11-14,2024-12-20,5-Closed Won,True,True,Closed,Inbound
O11925,A1322,Orbit Labs Inc - Expansion,U214,Expansion,15036.0,USD,2024-11-26,2025-01-15,6-Closed Lost,True,False,Closed,Inbound
O11569,A1344,Norsk Capital Inc - Expansion,U200,Expansion,25914.0,USD,2024-07-20,2024-08-12,5-Closed Won,True,True,Closed,Outbound
O11514,A1094,Solstice Networks LLC - Expansion,U206,Expansion,66948.0,USD,2026-06-06,2026-10-12,2-Qualified,False,False,Commit,Inbound
O11416,A1074,Vertex Systems Pte Ltd - New Business,U213,New Business,64200.0,GBP,2025-12-15,2026-03-09,6-Closed Lost,True,False,Closed,Referral
O10965,A1038,Dovetail Digital LLC - New Business,U209,New Business,11500.0,USD,2025-01-17,2025-01-26,6-Closed Lost,True,False,Closed,Inbound
O11199,A1153,Stanhope Labs Co - New Business,U215,New Business,65600.0,GBP,2025-05-26,2025-08-07,6-Closed Lost,True,False,Closed,Inbound
O10397,A1052,Norsk Advisors Co - New Business,U206,New Business,58600.0,USD,2024-09-18,2024-10-25,6-Closed Lost,True,False,Closed,Inbound
O10027,A1209,Meridian Payments Inc - Renewal,U216,Renewal,53600.0,GBP,2025-11-21,2026-01-22,5-Closed Won,True,True,Closed,Inbound
O11399,A1056,Ironclad Payments Inc - New Business,U206,New Business,81200.0,USD,2024-05-27,2024-10-29,6-Closed Lost,True,False,Closed,Outbound
O12287,A1079,Lumen Trust Ltd - New Business,U210,New Business,29600.0,USD,2026-06-01,2026-07-18,1-Discovery,False,False,Pipeline,Partner
O10967,A1096,Dovetail Networks SA - Renewal,U212,Renewal,53700.0,USD,2026-03-27,2026-07-02,3-Proposal,False,False,Pipeline,Outbound
O10514,A1195,Auriga Securities Inc - New Business,U211,New Business,125200.0,USD,2024-09-19,2024-12-09,6-Closed Lost,True,False,Closed,Referral
O12231,A1071,Westford Systems Pte Ltd - New Business,U218,New Business,96700.0,USD,2024-05-31,2024-10-29,6-Closed Lost,True,False,Closed,Outbound
O10443,A1068,Pinnacle Payments Ltd - New Business,U200,New Business,143100.0,USD,2025-05-21,2025-07-14,6-Closed Lost,True,False,Closed,Outbound
O10969,A1276,Inlet Capital GmbH - Expansion,U211,Expansion,5082.0,EUR,2026-01-16,2026-04-04,5-Closed Won,True,True,Closed,Partner
O11638,A1256,Palisade Payments Pte Ltd - Renewal,U214,Renewal,248200.0,BRL,2024-05-05,2024-10-04,5-Closed Won,True,True,Closed,Event
O12535,A1283,Caldera Securities PLC - Expansion,U202,Expansion,4242.0,USD,2025-07-29,2025-09-19,5-Closed Won,True,True,Closed,Inbound
O11621,A1079,Lumen Trust Ltd - Expansion,U210,Expansion,24150.0,USD,2026-03-28,2026-05-17,6-Closed Lost,True,False,Closed,Referral
O10941,A1380,Beltway Networks Ltd - Expansion,U221,Expansion,10248.0,GBP,2025-09-24,2025-12-11,6-Closed Lost,True,False,Closed,Outbound
O10574,A1385,Umbra Advisors Ltd - Expansion,U211,Expansion,8904.0,USD,2025-06-16,2025-06-25,5-Closed Won,True,True,Closed,Referral
O12014,A1025,Orbit Financial SA - Renewal,U217,Renewal,322900.0,USD,2024-08-29,2025-02-16,6-Closed Lost,True,False,Closed,Partner
O12259,A1041,Tessera Partners Inc - New Business,U222,New Business,13500.0,USD,2025-10-01,2025-10-10,6-Closed Lost,True,False,Closed,Outbound
O99011,A1036,Cobalt Partners Pte Ltd - New Business,U214,New Business,48300.0,EUR,2025-07-30,2025-09-14,6-Closed Lost,True,False,Closed,Referral
O12112,A1253,Ironclad Securities PLC - New Business,U216,New Business,90300.0,BRL,2025-08-22,2025-12-03,5-Closed Won,True,True,Closed,Referral
O11790,A1396,Thorne Advisors Pte Ltd - Expansion,U209,Expansion,5712.0,USD,2025-10-22,2025-10-31,6-Closed Lost,True,False,Closed,Event
O10768,A1351,Juniper Trust Co - New Business,U203,New Business,239500.0,EUR,2026-01-20,2026-06-16,5-Closed Won,True,True,Closed,Inbound
O12369,A1285,Quarry Custody PLC - Renewal,U214,Renewal,19800.0,SGD,2025-11-27,2025-12-06,5-Closed Won,True,True,Closed,Event
O11593,A1031,Gilder Financial Co - New Business,U203,New Business,45100.0,GBP,2025-08-05,2025-09-26,5-Closed Won,True,True,Closed,Event
O10981,A1042,Vertex Networks LLC - Renewal,U203,Renewal,217500.0,USD,2024-12-16,2025-07-19,5-Closed Won,True,True,Closed,Inbound
O11317,A1357,Thorne Digital LLC - Renewal,U220,Renewal,60300.0,GBP,2025-07-08,2025-11-02,5-Closed Won,True,True,Closed,Inbound
O11782,A1330,Solstice Advisors SA - Expansion,U204,Expansion,123900.0,USD,2025-08-30,2026-01-02,6-Closed Lost,True,False,Closed,Inbound
O10966,A1265,Gilder Labs Pte Ltd - Renewal,U218,Renewal,264100.0,USD,2025-03-07,2025-08-07,6-Closed Lost,True,False,Closed,Event
O10595,A1396,Thorne Advisors Pte Ltd - New Business,U209,New Business,12700.0,USD,2026-03-14,2026-05-11,6-Closed Lost,True,False,Closed,Partner
O10338,A1137,Lumen Digital Inc - New Business,U217,New Business,270200.0,USD,2024-11-21,2025-04-13,5-Closed Won,True,True,Closed,Inbound
O11001,A1209,Meridian Payments Inc - New Business,U216,New Business,55600.0,GBP,2025-12-11,2026-04-29,6-Closed Lost,True,False,Closed,Partner
O11011,A1237,Caldera Partners Co - Renewal,U212,Renewal,181500.0,SGD,2026-05-26,2026-10-04,1-Discovery,False,False,Commit,Partner
O11295,A1307,Zenith Custody GmbH - Renewal,U207,Renewal,127800.0,USD,2026-06-01,2026-10-22,3-Proposal,False,False,Commit,Inbound
O10073,A1104,Quarry Partners Pte Ltd - Expansion,U216,Expansion,6258.0,USD,2026-03-15,2026-04-01,6-Closed Lost,True,False,Closed,Outbound
O11322,A1360,Tessera Bancorp Ltd - Renewal,U209,Renewal,113200.0,USD,2024-07-03,2024-12-17,5-Closed Won,True,True,Closed,Inbound
O11644,A1211,Norsk Financial LLC - New Business,U207,New Business,9400.0,BRL,2025-05-02,2025-05-11,5-Closed Won,True,True,Closed,Outbound
O12168,A1300,Beltway Holdings Co - New Business,U220,New Business,380900.0,USD,2025-01-13,2025-09-09,6-Closed Lost,True,False,Closed,Inbound
O10773,A1138,Northwind Digital SA - New Business,U210,New Business,104900.0,USD,2024-12-28,2025-07-16,5-Closed Won,True,True,Closed,Inbound
O12107,A1118,Redmond Trust SA - New Business,U211,New Business,181900.0,BRL,2025-07-17,2026-02-05,6-Closed Lost,True,False,Closed,Outbound
O12293,A1160,Palisade Labs Inc - New Business,U209,New Business,156100.0,USD,2025-10-14,2026-03-13,6-Closed Lost,True,False,Closed,Referral
O12237,A1359,Thorne Analytics PLC - New Business,U208,New Business,21800.0,EUR,2026-03-17,2026-04-24,6-Closed Lost,True,False,Closed,Inbound
O11140,A1381,Dovetail Partners LLC - Renewal,U211,Renewal,20900.0,EUR,2025-03-22,2025-05-27,5-Closed Won,True,True,Closed,Partner
O10264,A1167,Halcyon Digital GmbH - New Business,U223,New Business,31500.0,USD,2026-02-27,2026-05-30,6-Closed Lost,True,False,Closed,Event
O11733,A1329,Cobalt Securities SA - New Business,U203,New Business,168100.0,USD,2025-09-24,2026-02-15,6-Closed Lost,True,False,Closed,Outbound
O12238,A1131,Norsk Holdings GmbH - New Business,U207,New Business,183000.0,USD,2024-05-31,2024-10-16,5-Closed Won,True,True,Closed,Inbound
O11872,A1062,Solstice Systems Inc - New Business,U217,New Business,46500.0,USD,2025-06-13,2025-11-03,6-Closed Lost,True,False,Closed,Inbound
O10556,A1048,Umbra Labs LLC - New Business,U214,New Business,27800.0,USD,2024-01-13,2024-05-01,5-Closed Won,True,True,Closed,Partner
