history_id,opportunity_id,from_stage,to_stage,changed_at,changed_by_user_id
H004729,O11510,,2-Qualified,2025-05-10 00:00:00,U219
H004730,O11510,2-Qualified,3-Proposal,2025-06-11 00:00:00,U219
H004731,O11510,3-Proposal,6-Closed Lost,2025-07-09 00:00:00,U219
H004732,O11511,,2-Qualified,2024-10-09 00:00:00,U200
H004733,O11511,2-Qualified,6-Closed Lost,2024-11-09 00:00:00,U200
H004734,O11512,,2-Qualified,2024-07-13 00:00:00,U216
H004735,O11512,2-Qualified,3-Proposal,2024-08-11 00:00:00,U216
H004736,O11512,3-Proposal,4-Negotiation,2024-08-27 00:00:00,U216
H004737,O11512,4-Negotiation,5-Closed Won,2024-09-29 00:00:00,U216
H004738,O11513,,2-Qualified,2024-08-08 00:00:00,U209
H004739,O11513,2-Qualified,6-Closed Lost,2024-08-12 00:00:00,U209
H004740,O11514,,2-Qualified,2026-10-12 00:00:00,U206
H004741,O11515,,2-Qualified,2025-01-05 00:00:00,U202
H004742,O11515,2-Qualified,3-Proposal,2025-01-17 00:00:00,U202
H004743,O11515,3-Proposal,6-Closed Lost,2025-01-31 00:00:00,U202
H004744,O11516,,2-Qualified,2025-01-17 00:00:00,U202
H004745,O11516,2-Qualified,6-Closed Lost,2025-02-07 00:00:00,U202
H004746,O11517,,2-Qualified,2024-03-07 00:00:00,U218
H004747,O11517,2-Qualified,3-Proposal,2024-03-18 00:00:00,U218
H004748,O11517,3-Proposal,4-Negotiation,2024-03-25 00:00:00,U218
H004749,O11517,4-Negotiation,5-Closed Won,2024-04-06 00:00:00,U218
H004750,O11518,,2-Qualified,2025-01-06 00:00:00,U214
H004751,O11518,2-Qualified,3-Proposal,2025-02-28 00:00:00,U214
H004752,O11518,3-Proposal,4-Negotiation,2025-04-12 00:00:00,U214
H004753,O11518,4-Negotiation,5-Closed Won,2025-05-12 00:00:00,U214
H004754,O11519,,2-Qualified,2025-03-12 00:00:00,U215
H004755,O11519,2-Qualified,3-Proposal,2025-05-16 00:00:00,U215
H004756,O11519,3-Proposal,6-Closed Lost,2025-06-23 00:00:00,U215
H004757,O11520,,2-Qualified,2025-10-16 00:00:00,U214
H004758,O11520,2-Qualified,3-Proposal,2025-11-09 00:00:00,U214
H004759,O11520,3-Proposal,4-Negotiation,2025-11-28 00:00:00,U214
H004760,O11520,4-Negotiation,5-Closed Won,2025-12-10 00:00:00,U214
H004761,O11521,,2-Qualified,2025-02-22 00:00:00,U208
H004762,O11521,2-Qualified,6-Closed Lost,2025-04-03 00:00:00,U208
H004763,O11522,,2-Qualified,2025-08-14 00:00:00,U219
H004764,O11522,2-Qualified,3-Proposal,2025-09-06 00:00:00,U219
H004765,O11522,3-Proposal,4-Negotiation,2025-09-29 00:00:00,U219
H004766,O11522,4-Negotiation,6-Closed Lost,2025-10-16 00:00:00,U219
H004767,O11523,,2-Qualified,2026-02-12 00:00:00,U209
H004768,O11523,2-Qualified,3-Proposal,2026-03-10 00:00:00,U209
H004769,O11523,3-Proposal,4-Negotiation,2026-04-10 00:00:00,U209
H004770,O11523,4-Negotiation,5-Closed Won,2026-04-22 00:00:00,U209
H004771,O11524,,2-Qualified,2024-02-24 00:00:00,U207
H004772,O11524,2-Qualified,3-Proposal,2024-03-11 00:00:00,U207
H004773,O11524,3-Proposal,4-Negotiation,2024-03-29 00:00:00,U207
H004774,O11524,4-Negotiation,5-Closed Won,2024-04-19 00:00:00,U207
H004775,O11525,,2-Qualified,2024-04-26 00:00:00,U217
H004776,O11525,2-Qualified,3-Proposal,2024-05-17 00:00:00,U217
H004777,O11525,3-Proposal,4-Negotiation,2024-06-11 00:00:00,U217
H004778,O11525,4-Negotiation,5-Closed Won,2024-06-19 00:00:00,U217
H004779,O11526,,2-Qualified,2025-05-06 00:00:00,U201
H004780,O11526,2-Qualified,3-Proposal,2025-05-09 00:00:00,U201
H004781,O11526,3-Proposal,4-Negotiation,2025-05-15 00:00:00,U201
H004782,O11526,4-Negotiation,5-Closed Won,2025-05-21 00:00:00,U201
H004783,O11527,,2-Qualified,2026-02-03 00:00:00,U218
H004784,O11527,2-Qualified,3-Proposal,2026-02-28 00:00:00,U218
H004785,O11527,3-Proposal,4-Negotiation,2026-03-31 00:00:00,U218
H004786,O11527,4-Negotiation,6-Closed Lost,2026-04-17 00:00:00,U218
H004787,O11528,,2-Qualified,2024-10-25 00:00:00,U216
H004788,O11528,2-Qualified,3-Proposal,2024-11-20 00:00:00,U216
H004789,O11528,3-Proposal,4-Negotiation,2024-12-11 00:00:00,U216
H004790,O11528,4-Negotiation,6-Closed Lost,2025-01-02 00:00:00,U216
H004791,O11529,,2-Qualified,2025-12-16 00:00:00,U216
H004792,O11529,2-Qualified,3-Proposal,2026-01-06 00:00:00,U216
H004793,O11529,3-Proposal,6-Closed Lost,2026-02-01 00:00:00,U216
H004794,O11530,,2-Qualified,2025-02-12 00:00:00,U209
H004795,O11530,2-Qualified,3-Proposal,2025-03-01 00:00:00,U209
H004796,O11530,3-Proposal,4-Negotiation,2025-03-18 00:00:00,U209
H004797,O11530,4-Negotiation,5-Closed Won,2025-03-28 00:00:00,U209
H004798,O11531,,2-Qualified,2024-03-14 00:00:00,U223
H004799,O11531,2-Qualified,3-Proposal,2024-03-30 00:00:00,U223
H004800,O11531,3-Proposal,4-Negotiation,2024-04-10 00:00:00,U223
H004801,O11531,4-Negotiation,5-Closed Won,2024-04-20 00:00:00,U223
H004802,O11532,,2-Qualified,2026-05-04 00:00:00,U222
H004803,O11532,2-Qualified,6-Closed Lost,2026-06-11 00:00:00,U222
H004804,O11534,,2-Qualified,2024-09-15 00:00:00,U220
H004805,O11534,2-Qualified,3-Proposal,2024-10-11 00:00:00,U220
H004806,O11534,3-Proposal,4-Negotiation,2024-11-23 00:00:00,U220
H004807,O11534,4-Negotiation,5-Closed Won,2025-01-01 00:00:00,U220
H004808,O11535,,2-Qualified,2026-07-03 00:00:00,U201
H004809,O11536,,2-Qualified,2026-04-14 00:00:00,U212
H004810,O11536,2-Qualified,6-Closed Lost,2026-05-14 00:00:00,U212
H004811,O11537,,2-Qualified,2024-09-03 00:00:00,U214
H004812,O11537,2-Qualified,6-Closed Lost,2024-09-16 00:00:00,U214
H004813,O11538,,2-Qualified,2024-09-10 00:00:00,U216
H004814,O11538,2-Qualified,3-Proposal,2024-10-10 00:00:00,U216
H004815,O11538,3-Proposal,4-Negotiation,2024-11-23 00:00:00,U216
H004816,O11538,4-Negotiation,5-Closed Won,2024-12-28 00:00:00,U216
H004817,O11539,,2-Qualified,2025-04-06 00:00:00,U208
H004818,O11539,2-Qualified,3-Proposal,2025-04-26 00:00:00,U208
H004819,O11539,3-Proposal,4-Negotiation,2025-05-15 00:00:00,U208
H004820,O11539,4-Negotiation,6-Closed Lost,2025-05-27 00:00:00,U208
H004821,O11540,,2-Qualified,2025-05-15 00:00:00,U217
H004822,O11540,2-Qualified,6-Closed Lost,2025-08-31 00:00:00,U217
H004823,O11542,,2-Qualified,2025-06-06 00:00:00,U207
H004824,O11542,2-Qualified,3-Proposal,2025-06-15 00:00:00,U207
H004825,O11542,3-Proposal,4-Negotiation,2025-06-21 00:00:00,U207
H004826,O11542,4-Negotiation,5-Closed Won,2025-07-05 00:00:00,U207
H004827,O11543,,2-Qualified,2026-03-29 00:00:00,U214
H004828,O11543,2-Qualified,6-Closed Lost,2026-05-04 00:00:00,U214
H004829,O11544,,2-Qualified,2024-02-24 00:00:00,U217
H004830,O11544,2-Qualified,6-Closed Lost,2024-03-18 00:00:00,U217
H004831,O11545,,2-Qualified,2025-07-25 00:00:00,U202
H004832,O11545,2-Qualified,6-Closed Lost,2025-08-10 00:00:00,U202
H004833,O11546,,2-Qualified,2024-03-06 00:00:00,U201
H004834,O11546,2-Qualified,3-Proposal,2024-04-12 00:00:00,U201
H004835,O11546,3-Proposal,4-Negotiation,2024-05-18 00:00:00,U201
H004836,O11546,4-Negotiation,5-Closed Won,2024-06-18 00:00:00,U201
H004837,O11547,,2-Qualified,2024-12-13 00:00:00,U220
H004838,O11547,2-Qualified,6-Closed Lost,2025-03-14 00:00:00,U220
H004839,O11548,,2-Qualified,2024-08-30 00:00:00,U211
H004840,O11548,2-Qualified,3-Proposal,2024-09-06 00:00:00,U211
H004841,O11548,3-Proposal,4-Negotiation,2024-09-14 00:00:00,U211
H004842,O11548,4-Negotiation,5-Closed Won,2024-09-20 00:00:00,U211
H004843,O11550,,2-Qualified,2025-02-19 00:00:00,U206
H004844,O11550,2-Qualified,3-Proposal,2025-03-21 00:00:00,U206
H004845,O11550,3-Proposal,4-Negotiation,2025-04-27 00:00:00,U206
H004846,O11550,4-Negotiation,5-Closed Won,2025-06-23 00:00:00,U206
H004847,O11551,,2-Qualified,2025-01-09 00:00:00,U202
H004848,O11551,2-Qualified,3-Proposal,2025-01-30 00:00:00,U202
H004849,O11551,3-Proposal,4-Negotiation,2025-02-22 00:00:00,U202
H004850,O11551,4-Negotiation,5-Closed Won,2025-03-03 00:00:00,U202
H004851,O11552,,2-Qualified,2025-03-27 00:00:00,U205
H004852,O11552,2-Qualified,3-Proposal,2025-04-20 00:00:00,U205
H004853,O11552,3-Proposal,4-Negotiation,2025-05-25 00:00:00,U205
H004854,O11552,4-Negotiation,5-Closed Won,2025-06-18 00:00:00,U205
H004855,O11553,,2-Qualified,2025-01-04 00:00:00,U207
H004856,O11553,2-Qualified,3-Proposal,2025-01-30 00:00:00,U207
H004857,O11553,3-Proposal,4-Negotiation,2025-03-02 00:00:00,U207
H004858,O11553,4-Negotiation,5-Closed Won,2025-03-28 00:00:00,U207
H004859,O11555,,2-Qualified,2024-12-31 00:00:00,U219
H004860,O11555,2-Qualified,3-Proposal,2025-01-02 00:00:00,U219
H004861,O11555,3-Proposal,4-Negotiation,2025-01-04 00:00:00,U219
H004862,O11555,4-Negotiation,5-Closed Won,2025-01-07 00:00:00,U219
H004863,O11556,,2-Qualified,2025-03-03 00:00:00,U209
H004864,O11556,2-Qualified,3-Proposal,2025-05-12 00:00:00,U209
H004865,O11556,3-Proposal,6-Closed Lost,2025-06-26 00:00:00,U209
H004866,O11557,,2-Qualified,2024-10-21 00:00:00,U220
H004867,O11557,2-Qualified,3-Proposal,2024-11-02 00:00:00,U220
H004868,O11557,3-Proposal,4-Negotiation,2024-11-16 00:00:00,U220
H004869,O11557,4-Negotiation,5-Closed Won,2024-11-26 00:00:00,U220
H004870,O11558,,2-Qualified,2024-04-04 00:00:00,U202
H004871,O11558,2-Qualified,3-Proposal,2024-04-10 00:00:00,U202
H004872,O11558,3-Proposal,4-Negotiation,2024-04-22 00:00:00,U202
H004873,O11558,4-Negotiation,5-Closed Won,2024-05-02 00:00:00,U202
H004874,O11559,,2-Qualified,2024-09-05 00:00:00,U200
H004875,O11559,2-Qualified,3-Proposal,2024-10-06 00:00:00,U200
H004876,O11559,3-Proposal,4-Negotiation,2024-10-24 00:00:00,U200
H004877,O11559,4-Negotiation,5-Closed Won,2024-11-10 00:00:00,U200
H004878,O11560,,2-Qualified,2026-03-02 00:00:00,U214
H004879,O11560,2-Qualified,6-Closed Lost,2026-05-13 00:00:00,U214
H004880,O11561,,2-Qualified,2024-12-27 00:00:00,U220
H004881,O11561,2-Qualified,3-Proposal,2025-01-11 00:00:00,U220
H004882,O11561,3-Proposal,4-Negotiation,2025-01-29 00:00:00,U220
H004883,O11561,4-Negotiation,6-Closed Lost,2025-02-21 00:00:00,U220
H004884,O11562,,2-Qualified,2025-02-03 00:00:00,U217
H004885,O11562,2-Qualified,3-Proposal,2025-03-28 00:00:00,U217
H004886,O11562,3-Proposal,4-Negotiation,2025-06-04 00:00:00,U217
H004887,O11562,4-Negotiation,6-Closed Lost,2025-06-30 00:00:00,U217
H004888,O11563,,2-Qualified,2024-05-07 00:00:00,U206
H004889,O11563,2-Qualified,3-Proposal,2024-07-18 00:00:00,U206
H004890,O11563,3-Proposal,6-Closed Lost,2024-08-22 00:00:00,U206
H004891,O11564,,2-Qualified,2024-12-01 00:00:00,U201
H004892,O11564,2-Qualified,6-Closed Lost,2024-12-23 00:00:00,U201
H004893,O11566,,2-Qualified,2026-04-21 00:00:00,U216
H004894,O11566,2-Qualified,6-Closed Lost,2026-05-07 00:00:00,U216
H004895,O11567,,2-Qualified,2024-10-21 00:00:00,U200
H004896,O11567,2-Qualified,3-Proposal,2024-11-21 00:00:00,U200
H004897,O11567,3-Proposal,4-Negotiation,2024-12-09 00:00:00,U200
H004898,O11567,4-Negotiation,5-Closed Won,2025-01-17 00:00:00,U200
H004899,O11568,,2-Qualified,2024-06-18 00:00:00,U216
H004900,O11568,2-Qualified,3-Proposal,2024-06-20 00:00:00,U216
H004901,O11568,3-Proposal,4-Negotiation,2024-06-21 00:00:00,U216
H004902,O11568,4-Negotiation,6-Closed Lost,2024-06-22 00:00:00,U216
H004903,O11569,,2-Qualified,2024-07-27 00:00:00,U200
H004904,O11569,2-Qualified,3-Proposal,2024-07-31 00:00:00,U200
H004905,O11569,3-Proposal,4-Negotiation,2024-08-04 00:00:00,U200
H004906,O11569,4-Negotiation,5-Closed Won,2024-08-07 00:00:00,U200
H004907,O11570,,2-Qualified,2026-02-07 00:00:00,U203
H004908,O11570,2-Qualified,3-Proposal,2026-04-10 00:00:00,U203
H004909,O11570,3-Proposal,6-Closed Lost,2026-05-08 00:00:00,U203
H004910,O11571,,2-Qualified,2024-05-16 00:00:00,U217
H004911,O11571,2-Qualified,3-Proposal,2024-06-14 00:00:00,U217
H004912,O11571,3-Proposal,4-Negotiation,2024-07-14 00:00:00,U217
H004913,O11571,4-Negotiation,5-Closed Won,2024-07-31 00:00:00,U217
H004914,O11572,,2-Qualified,2025-07-12 00:00:00,U220
H004915,O11572,2-Qualified,3-Proposal,2025-08-18 00:00:00,U220
H004916,O11572,3-Proposal,6-Closed Lost,2025-09-25 00:00:00,U220
H004917,O11573,,2-Qualified,2024-08-23 00:00:00,U218
H004918,O11573,2-Qualified,3-Proposal,2024-09-15 00:00:00,U218
H004919,O11573,3-Proposal,4-Negotiation,2024-10-02 00:00:00,U218
H004920,O11573,4-Negotiation,5-Closed Won,2024-10-17 00:00:00,U218
H004921,O11574,,2-Qualified,2025-09-07 00:00:00,U218
H004922,O11574,2-Qualified,6-Closed Lost,2025-11-15 00:00:00,U218
H004923,O11575,,2-Qualified,2024-12-21 00:00:00,U222
H004924,O11575,2-Qualified,3-Proposal,2024-12-22 00:00:00,U222
H004925,O11575,3-Proposal,4-Negotiation,2024-12-24 00:00:00,U222
H004926,O11575,4-Negotiation,6-Closed Lost,2024-12-26 00:00:00,U222
H004927,O11576,,2-Qualified,2024-08-18 00:00:00,U208
H004928,O11576,2-Qualified,3-Proposal,2024-09-19 00:00:00,U208
H004929,O11576,3-Proposal,4-Negotiation,2024-10-25 00:00:00,U208
H004930,O11576,4-Negotiation,6-Closed Lost,2024-11-02 00:00:00,U208
H004931,O11577,,2-Qualified,2026-03-03 00:00:00,U215
H004932,O11577,2-Qualified,3-Proposal,2026-03-23 00:00:00,U215
H004933,O11577,3-Proposal,4-Negotiation,2026-04-10 00:00:00,U215
H004934,O11577,4-Negotiation,5-Closed Won,2026-05-07 00:00:00,U215
H004935,O11578,,2-Qualified,2025-10-29 00:00:00,U222
H004936,O11578,2-Qualified,3-Proposal,2025-11-03 00:00:00,U222
H004937,O11578,3-Proposal,4-Negotiation,2025-11-11 00:00:00,U222
H004938,O11578,4-Negotiation,6-Closed Lost,2025-11-15 00:00:00,U222
H004939,O11579,,2-Qualified,2024-07-04 00:00:00,U222
H004940,O11579,2-Qualified,3-Proposal,2024-07-15 00:00:00,U222
H004941,O11579,3-Proposal,4-Negotiation,2024-07-24 00:00:00,U222
H004942,O11579,4-Negotiation,5-Closed Won,2024-08-02 00:00:00,U222
H004943,O11580,,2-Qualified,2026-08-03 00:00:00,U223
H004944,O11581,,2-Qualified,2024-08-08 00:00:00,U219
H004945,O11581,2-Qualified,3-Proposal,2024-08-25 00:00:00,U219
H004946,O11581,3-Proposal,4-Negotiation,2024-09-03 00:00:00,U219
H004947,O11581,4-Negotiation,5-Closed Won,2024-09-15 00:00:00,U219
H004948,O11582,,2-Qualified,2025-06-17 00:00:00,U221
H004949,O11582,2-Qualified,3-Proposal,2025-06-26 00:00:00,U221
H004950,O11582,3-Proposal,6-Closed Lost,2025-07-04 00:00:00,U221
H004951,O11583,,2-Qualified,2025-07-21 00:00:00,U211
H004952,O11583,2-Qualified,6-Closed Lost,2025-07-30 00:00:00,U211
H004953,O11584,,2-Qualified,2024-07-31 00:00:00,U203
H004954,O11584,2-Qualified,3-Proposal,2024-08-10 00:00:00,U203
H004955,O11584,3-Proposal,4-Negotiation,2024-08-24 00:00:00,U203
H004956,O11584,4-Negotiation,5-Closed Won,2024-09-03 00:00:00,U203
H004957,O11585,,2-Qualified,2024-02-26 00:00:00,U206
H004958,O11585,2-Qualified,3-Proposal,2024-03-05 00:00:00,U206
H004959,O11585,3-Proposal,4-Negotiation,2024-03-15 00:00:00,U206
H004960,O11585,4-Negotiation,5-Closed Won,2024-03-24 00:00:00,U206
H004961,O11586,,2-Qualified,2025-02-01 00:00:00,U201
H004962,O11586,2-Qualified,6-Closed Lost,2025-03-16 00:00:00,U201
H004963,O11587,,2-Qualified,2024-04-04 00:00:00,U208
H004964,O11587,2-Qualified,3-Proposal,2024-04-29 00:00:00,U208
H004965,O11587,3-Proposal,4-Negotiation,2024-05-27 00:00:00,U208
H004966,O11587,4-Negotiation,5-Closed Won,2024-06-20 00:00:00,U208
H004967,O11588,,2-Qualified,2024-10-16 00:00:00,U205
H004968,O11588,2-Qualified,3-Proposal,2024-10-30 00:00:00,U205
H004969,O11588,3-Proposal,4-Negotiation,2024-11-16 00:00:00,U205
H004970,O11588,4-Negotiation,5-Closed Won,2024-12-11 00:00:00,U205
H004971,O11589,,2-Qualified,2025-05-03 00:00:00,U214
H004972,O11589,2-Qualified,3-Proposal,2025-05-19 00:00:00,U214
H004973,O11589,3-Proposal,4-Negotiation,2025-06-08 00:00:00,U214
H004974,O11589,4-Negotiation,5-Closed Won,2025-06-20 00:00:00,U214
H004975,O11590,,2-Qualified,2025-09-24 00:00:00,U208
H004976,O11590,2-Qualified,6-Closed Lost,2025-11-09 00:00:00,U208
H004977,O11591,,2-Qualified,2024-06-23 00:00:00,U208
H004978,O11591,2-Qualified,3-Proposal,2024-07-13 00:00:00,U208
H004979,O11591,3-Proposal,6-Closed Lost,2024-07-24 00:00:00,U208
H004980,O11592,,2-Qualified,2024-06-13 00:00:00,U207
H004981,O11592,2-Qualified,3-Proposal,2024-07-02 00:00:00,U207
H004982,O11592,3-Proposal,4-Negotiation,2024-07-22 00:00:00,U207
H004983,O11592,4-Negotiation,6-Closed Lost,2024-08-13 00:00:00,U207
H004984,O11593,,2-Qualified,2025-08-13 00:00:00,U203
H004985,O11593,2-Qualified,3-Proposal,2025-08-21 00:00:00,U203
H004986,O11593,3-Proposal,4-Negotiation,2025-09-04 00:00:00,U203
H004987,O11593,4-Negotiation,5-Closed Won,2025-09-15 00:00:00,U203
H004988,O11594,,2-Qualified,2025-12-06 00:00:00,U205
H004989,O11594,2-Qualified,3-Proposal,2025-12-29 00:00:00,U205
H004990,O11594,3-Proposal,6-Closed Lost,2026-02-08 00:00:00,U205
H004991,O11595,,2-Qualified,2025-06-18 00:00:00,U217
H004992,O11595,2-Qualified,3-Proposal,2025-07-10 00:00:00,U217
H004993,O11595,3-Proposal,4-Negotiation,2025-08-16 00:00:00,U217
H004994,O11595,4-Negotiation,5-Closed Won,2025-09-29 00:00:00,U217
H004995,O11596,,2-Qualified,2024-07-14 00:00:00,U210
H004996,O11596,2-Qualified,6-Closed Lost,2024-11-02 00:00:00,U210
H004997,O11597,,2-Qualified,2026-08-06 00:00:00,U210
H004998,O11598,,2-Qualified,2024-12-15 00:00:00,U206
H004999,O11598,2-Qualified,6-Closed Lost,2025-02-12 00:00:00,U206
H005000,O11599,,2-Qualified,2025-10-31 00:00:00,U213
H005001,O11599,2-Qualified,3-Proposal,2025-12-11 00:00:00,U213
H005002,O11599,3-Proposal,6-Closed Lost,2026-01-11 00:00:00,U213
H005003,O11600,,2-Qualified,2026-07-10 00:00:00,U220
H005004,O11602,,2-Qualified,2024-06-08 00:00:00,U205
H005005,O11602,2-Qualified,3-Proposal,2024-06-25 00:00:00,U205
H005006,O11602,3-Proposal,4-Negotiation,2024-07-16 00:00:00,U205
H005007,O11602,4-Negotiation,5-Closed Won,2024-07-26 00:00:00,U205
H005008,O11603,,2-Qualified,2025-01-07 00:00:00,U214
H005009,O11603,2-Qualified,3-Proposal,2025-01-24 00:00:00,U214
H005010,O11603,3-Proposal,4-Negotiation,2025-02-14 00:00:00,U214
H005011,O11603,4-Negotiation,5-Closed Won,2025-03-14 00:00:00,U214
H005012,O11604,,2-Qualified,2025-06-11 00:00:00,U207
H005013,O11604,2-Qualified,3-Proposal,2025-07-24 00:00:00,U207
H005014,O11604,3-Proposal,4-Negotiation,2025-09-07 00:00:00,U207
H005015,O11604,4-Negotiation,6-Closed Lost,2025-10-10 00:00:00,U207
H005016,O11605,,2-Qualified,2025-07-07 00:00:00,U220
H005017,O11605,2-Qualified,3-Proposal,2025-07-26 00:00:00,U220
H005018,O11605,3-Proposal,6-Closed Lost,2025-08-15 00:00:00,U220
H005019,O11606,,2-Qualified,2024-01-30 00:00:00,U215
H005020,O11606,2-Qualified,3-Proposal,2024-02-13 00:00:00,U215
H005021,O11606,3-Proposal,4-Negotiation,2024-03-02 00:00:00,U215
H005022,O11606,4-Negotiation,5-Closed Won,2024-03-30 00:00:00,U215
H005023,O11607,,2-Qualified,2024-11-29 00:00:00,U215
H005024,O11607,2-Qualified,3-Proposal,2024-12-31 00:00:00,U215
H005025,O11607,3-Proposal,4-Negotiation,2025-01-16 00:00:00,U215
H005026,O11607,4-Negotiation,5-Closed Won,2025-02-05 00:00:00,U215
H005027,O11609,,2-Qualified,2025-03-09 00:00:00,U217
H005028,O11609,2-Qualified,3-Proposal,2025-04-05 00:00:00,U217
H005029,O11609,3-Proposal,4-Negotiation,2025-04-29 00:00:00,U217
H005030,O11609,4-Negotiation,5-Closed Won,2025-06-02 00:00:00,U217
H005031,O11610,,2-Qualified,2025-03-28 00:00:00,U208
H005032,O11610,2-Qualified,3-Proposal,2025-05-10 00:00:00,U208
H005033,O11610,3-Proposal,6-Closed Lost,2025-06-08 00:00:00,U208
H005034,O11611,,2-Qualified,2024-12-04 00:00:00,U211
H005035,O11611,2-Qualified,3-Proposal,2024-12-16 00:00:00,U211
H005036,O11611,3-Proposal,4-Negotiation,2024-12-27 00:00:00,U211
H005037,O11611,4-Negotiation,5-Closed Won,2025-01-05 00:00:00,U211
H005038,O11612,,2-Qualified,2025-07-03 00:00:00,U216
H005039,O11612,2-Qualified,6-Closed Lost,2025-08-15 00:00:00,U216
H005040,O11613,,2-Qualified,2024-04-03 00:00:00,U223
H005041,O11613,2-Qualified,3-Proposal,2024-04-04 00:00:00,U223
H005042,O11613,3-Proposal,4-Negotiation,2024-04-06 00:00:00,U223
H005043,O11613,4-Negotiation,6-Closed Lost,2024-04-07 00:00:00,U223
H005044,O11614,,2-Qualified,2024-04-05 00:00:00,U209
H005045,O11614,2-Qualified,3-Proposal,2024-04-12 00:00:00,U209
H005046,O11614,3-Proposal,4-Negotiation,2024-04-21 00:00:00,U209
H005047,O11614,4-Negotiation,5-Closed Won,2024-05-01 00:00:00,U209
H005048,O11615,,2-Qualified,2024-12-05 00:00:00,U200
H005049,O11615,2-Qualified,3-Proposal,2024-12-23 00:00:00,U200
H005050,O11615,3-Proposal,4-Negotiation,2025-01-18 00:00:00,U200
H005051,O11615,4-Negotiation,5-Closed Won,2025-02-03 00:00:00,U200
H005052,O11616,,2-Qualified,2024-04-05 00:00:00,U223
H005053,O11616,2-Qualified,3-Proposal,2024-04-27 00:00:00,U223
H005054,O11616,3-Proposal,4-Negotiation,2024-05-13 00:00:00,U223
H005055,O11616,4-Negotiation,5-Closed Won,2024-06-03 00:00:00,U223
H005056,O11617,,2-Qualified,2025-06-11 00:00:00,U206
H005057,O11617,2-Qualified,6-Closed Lost,2025-06-16 00:00:00,U206
H005058,O11618,,2-Qualified,2024-05-24 00:00:00,U208
H005059,O11618,2-Qualified,3-Proposal,2024-07-20 00:00:00,U208
H005060,O11618,3-Proposal,6-Closed Lost,2024-09-09 00:00:00,U208
H005061,O11619,,2-Qualified,2025-11-25 00:00:00,U200
H005062,O11619,2-Qualified,3-Proposal,2026-01-04 00:00:00,U200
H005063,O11619,3-Proposal,6-Closed Lost,2026-02-26 00:00:00,U200
H005064,O11620,,2-Qualified,2026-04-09 00:00:00,U223
H005065,O11620,2-Qualified,3-Proposal,2026-04-20 00:00:00,U223
H005066,O11620,3-Proposal,4-Negotiation,2026-04-26 00:00:00,U223
H005067,O11620,4-Negotiation,5-Closed Won,2026-05-02 00:00:00,U223
H005068,O11621,,2-Qualified,2026-04-07 00:00:00,U210
H005069,O11621,2-Qualified,3-Proposal,2026-04-18 00:00:00,U210
H005070,O11621,3-Proposal,6-Closed Lost,2026-05-07 00:00:00,U210
H005071,O11622,,2-Qualified,2025-12-11 00:00:00,U205
H005072,O11622,2-Qualified,3-Proposal,2025-12-20 00:00:00,U205
H005073,O11622,3-Proposal,4-Negotiation,2026-01-03 00:00:00,U205
H005074,O11622,4-Negotiation,6-Closed Lost,2026-01-11 00:00:00,U205
H005075,O11623,,2-Qualified,2024-12-27 00:00:00,U220
H005076,O11623,2-Qualified,3-Proposal,2025-01-18 00:00:00,U220
H005077,O11623,3-Proposal,4-Negotiation,2025-02-07 00:00:00,U220
H005078,O11623,4-Negotiation,6-Closed Lost,2025-02-20 00:00:00,U220
H005079,O11624,,2-Qualified,2026-02-22 00:00:00,U217
H005080,O11624,2-Qualified,6-Closed Lost,2026-03-19 00:00:00,U217
H005081,O11625,,2-Qualified,2024-07-31 00:00:00,U217
H005082,O11625,2-Qualified,3-Proposal,2024-08-09 00:00:00,U217
H005083,O11625,3-Proposal,4-Negotiation,2024-08-16 00:00:00,U217
H005084,O11625,4-Negotiation,5-Closed Won,2024-08-26 00:00:00,U217
H005085,O11626,,2-Qualified,2025-10-21 00:00:00,U210
H005086,O11626,2-Qualified,3-Proposal,2025-10-23 00:00:00,U210
H005087,O11626,3-Proposal,4-Negotiation,2025-10-24 00:00:00,U210
H005088,O11626,4-Negotiation,5-Closed Won,2025-10-26 00:00:00,U210
H005089,O11627,,2-Qualified,2024-06-11 00:00:00,U215
H005090,O11627,2-Qualified,3-Proposal,2024-08-01 00:00:00,U215
H005091,O11627,3-Proposal,6-Closed Lost,2024-09-11 00:00:00,U215
H005092,O11628,,2-Qualified,2024-03-16 00:00:00,U205
H005093,O11628,2-Qualified,3-Proposal,2024-05-08 00:00:00,U205
H005094,O11628,3-Proposal,6-Closed Lost,2024-06-15 00:00:00,U205
H005095,O11629,,2-Qualified,2026-03-31 00:00:00,U200
H005096,O11629,2-Qualified,3-Proposal,2026-04-09 00:00:00,U200
H005097,O11629,3-Proposal,4-Negotiation,2026-04-17 00:00:00,U200
H005098,O11629,4-Negotiation,6-Closed Lost,2026-04-25 00:00:00,U200
H005099,O11630,,2-Qualified,2025-03-30 00:00:00,U207
H005100,O11630,2-Qualified,3-Proposal,2025-04-20 00:00:00,U207
H005101,O11630,3-Proposal,4-Negotiation,2025-05-13 00:00:00,U207
H005102,O11630,4-Negotiation,6-Closed Lost,2025-06-07 00:00:00,U207
H005103,O11631,,2-Qualified,2025-11-20 00:00:00,U217
H005104,O11631,2-Qualified,3-Proposal,2025-12-04 00:00:00,U217
H005105,O11631,3-Proposal,4-Negotiation,2025-12-12 00:00:00,U217
