subscription_id,account_id,source_opportunity_id,product_name,arr,currency,term_start_date,term_end_date,billing_frequency,status,replaced_by_subscription_id
S20558,A1203,O11976,Core Platform,13780.04,USD,2025-09-15,2026-09-15,Annual,Active,
S20559,A1203,O11976,Managed Training,17104.8,USD,2025-09-15,2026-09-15,Annual,Active,
S20560,A1178,O10878,Advanced Analytics,44249.19,USD,2025-09-15,2026-09-15,Annual,Active,
S20561,A1178,O10878,Core Platform,51174.51,USD,2025-09-15,2026-09-15,Annual,Active,
S20562,A1101,O10563,Managed Training,164100.0,GBP,2025-09-15,2026-09-15,Annual,Active,
S20563,A1277,O10747,Advanced Analytics,6750.0,USD,2025-09-16,2027-09-16,Annual,Active,
S20564,A1407,O11367,Core Platform,29517.52,BRL,2025-09-18,2026-09-18,Annual,Active,
S20565,A1407,O11367,Advanced Analytics,39551.05,BRL,2025-09-18,2026-09-18,Quarterly,Active,
S20566,A1124,O10302,Managed Training,104700.0,USD,2025-09-18,2026-09-18,Annual,Amended,S99006
S20567,A1313,O10524,Advanced Analytics,87700.0,USD,2025-09-18,2026-09-18,Annual,Active,
S20568,A1283,O12535,Core Platform,4242.0,USD,2025-09-19,2026-09-19,Annual,Active,
S20569,A1372,O12222,Managed Training,24458.41,USD,2025-09-19,2026-09-19,Monthly,Active,
S20570,A1372,O12222,Core Platform,31941.04,USD,2025-09-19,2026-09-19,Annual,Active,
S20571,A1365,O10000,Managed Training,4032.0,GBP,2025-09-19,2026-09-19,Annual,Active,
S20572,A1258,O10400,Advanced Analytics,2520.0,USD,2025-09-19,2027-09-19,Annual,Active,
S20573,A1139,O11767,API Access,57300.0,EUR,2025-09-20,2026-09-20,Quarterly,Active,
S20574,A1123,O10060,Managed Training,6675.08,GBP,2025-09-21,2026-09-21,Annual,Active,
S20575,A1123,O10060,API Access,6634.88,GBP,2025-09-21,2026-09-21,Annual,Active,
S20576,A1137,O10083,Advanced Analytics,230500.0,USD,2025-09-22,2026-09-22,Monthly,Active,
S20577,A1393,O10485,API Access,11298.0,USD,2025-09-22,2026-09-22,Quarterly,Active,
S20578,A1183,O11810,Core Platform,43300.0,GBP,2025-09-23,2026-09-23,Annual,Active,
S20579,A1244,O10665,API Access,3452.35,USD,2025-09-26,2026-09-26,Quarterly,Active,
S20580,A1244,O10665,Advanced Analytics,4413.22,USD,2025-09-26,2026-09-26,Monthly,Amended,S99005
S20581,A1066,O11671,Managed Training,14805.0,USD,2025-09-27,2027-09-27,Quarterly,Active,
S20582,A1215,O11723,Core Platform,56825.78,USD,2025-09-29,2027-09-29,Annual,Active,
S20583,A1215,O11723,Managed Training,95888.63,USD,2025-09-29,2026-09-29,Annual,Active,
S20584,A1129,O10680,API Access,49461.51,USD,2025-09-29,2026-09-29,Annual,Active,
S20585,A1129,O10680,Managed Training,40189.5,USD,2025-09-29,2026-09-29,Quarterly,Active,
S20586,A1330,O10730,API Access,69043.82,USD,2025-09-30,2027-09-30,Annual,Active,
S20587,A1330,O10730,Managed Training,53787.27,USD,2025-09-30,2027-09-30,Quarterly,Amended,S99036
S20588,A1014,O12327,Managed Training,11300.0,SGD,2025-10-01,2026-10-01,Monthly,Active,
S20589,A1249,O10393,Advanced Analytics,67242.0,BRL,2025-10-02,2026-10-02,Annual,Active,
S20590,A1204,O10841,Core Platform,12517.48,USD,2025-10-04,2026-10-04,Annual,Amended,S99003
S20591,A1204,O10841,Managed Training,8935.25,USD,2025-10-04,2026-10-04,Annual,Amended,S99024
S20592,A1331,O11303,Core Platform,15624.0,BRL,2025-10-10,2026-10-10,Annual,Active,
S20593,A1226,O12093,API Access,21828.35,BRL,2025-10-10,2026-10-10,Annual,Active,
S20594,A1226,O12093,Managed Training,10513.8,BRL,2025-10-10,2028-10-10,Annual,Active,
S20595,A1051,O12297,API Access,27666.46,USD,2025-10-12,2026-10-12,Annual,Active,
S20596,A1051,O12297,Advanced Analytics,15102.02,USD,2025-10-12,2026-10-12,Quarterly,Amended,S99027
S20597,A1273,O12492,Managed Training,24400.0,USD,2025-10-13,2026-10-13,Quarterly,Active,
S20598,A1160,O11396,Advanced Analytics,52794.0,USD,2025-10-14,2026-10-14,Annual,Active,
S20599,A1137,O10604,Managed Training,33264.0,USD,2025-10-14,2026-10-14,Monthly,Active,
S20600,A1383,O12368,API Access,16882.22,USD,2025-10-15,2026-10-15,Quarterly,Active,
S20601,A1383,O12368,Advanced Analytics,24297.57,USD,2025-10-15,2026-10-15,Annual,Active,
S20602,A1204,O12461,Advanced Analytics,28308.0,USD,2025-10-16,2026-10-16,Monthly,Active,
S20603,A1382,O11993,Managed Training,10563.0,GBP,2025-10-17,2027-10-17,Annual,Amended,S99000
S20604,A1248,O10528,Advanced Analytics,84668.41,USD,2025-10-19,2026-10-19,Quarterly,Active,
S20605,A1248,O10528,Managed Training,22059.08,USD,2025-10-19,2027-10-19,Annual,Active,
S20606,A1411,O11783,Advanced Analytics,4620.0,USD,2025-10-21,2026-10-21,Quarterly,Active,
S20607,A1201,O10873,API Access,24100.0,EUR,2025-10-21,2026-10-21,Annual,Amended,S99015
S20608,A1246,O12430,Core Platform,28200.0,EUR,2025-10-21,2027-10-21,Annual,Active,
S20609,A1192,O10369,Core Platform,122136.0,USD,2025-10-24,2026-10-24,Annual,Active,
S20610,A1276,O10583,Managed Training,22200.0,EUR,2025-10-25,2026-10-25,Monthly,Amended,S99028
S20611,A1378,O12126,Managed Training,122300.0,USD,2025-10-25,2026-10-25,Annual,Active,
S20612,A1284,O10756,API Access,20840.88,GBP,2025-10-27,2026-10-27,Annual,Active,
S20613,A1284,O10756,Advanced Analytics,34172.64,GBP,2025-10-27,2026-10-27,Annual,Active,
S20614,A1352,O11657,Core Platform,123800.0,EUR,2025-10-28,2026-10-28,Annual,Active,
S20615,A1014,O11626,Advanced Analytics,22596.0,SGD,2025-10-29,2026-10-29,Annual,Active,
S20616,A1295,O12405,Advanced Analytics,4912.6,USD,2025-10-30,2026-10-30,Annual,Active,
S20617,A1295,O12405,Managed Training,6528.26,USD,2025-10-30,2026-10-30,Annual,Active,
S20618,A1143,O12552,Managed Training,187950.0,USD,2025-10-31,2026-10-31,Annual,Active,
S20619,A1063,O11754,Core Platform,27181.77,BRL,2025-11-02,2026-11-02,Monthly,Active,
S20620,A1063,O11754,Advanced Analytics,52748.51,BRL,2025-11-02,2026-11-02,Annual,Active,
S20621,A1099,O10570,Core Platform,120112.44,EUR,2025-11-03,2026-11-03,Annual,Active,
S20622,A1099,O10570,Advanced Analytics,44220.97,EUR,2025-11-03,2028-11-03,Annual,Active,
S20623,A1127,O10954,Managed Training,195216.0,EUR,2025-11-07,2026-11-07,Annual,Active,
S20624,A1254,O10367,Managed Training,6281.65,USD,2025-11-07,2026-11-07,Annual,Active,
S20625,A1254,O10367,Core Platform,6567.61,USD,2025-11-07,2026-11-07,Annual,Active,
S20626,A1376,O12446,Advanced Analytics,28070.1,EUR,2025-11-08,2026-11-08,Annual,Active,
S20627,A1376,O12446,API Access,38117.0,EUR,2025-11-08,2026-11-08,Annual,Active,
S20628,A1076,O10118,Managed Training,143600.0,BRL,2025-11-11,2026-11-11,Annual,Amended,S99011
S20629,A1240,O10507,Advanced Analytics,5470.96,USD,2025-11-18,2026-11-18,Annual,Amended,S99017
S20630,A1240,O10507,API Access,4812.97,USD,2025-11-18,2026-11-18,Annual,Active,
S20631,A1320,O11384,API Access,8218.0,USD,2025-11-20,2028-11-20,Annual,Active,
S20632,A1192,O10564,Advanced Analytics,50956.82,USD,2025-11-23,2026-11-23,Annual,Active,
S20633,A1192,O10564,Managed Training,86503.47,USD,2025-11-23,2026-11-23,Annual,Active,
S20634,A1205,O11405,Advanced Analytics,18908.66,USD,2025-11-25,2026-11-25,Annual,Active,
S20635,A1205,O11405,Managed Training,34072.28,USD,2025-11-25,2026-11-25,Quarterly,Active,
S20636,A1050,O10626,API Access,37815.72,EUR,2025-11-27,2026-11-27,Annual,Active,
S20637,A1050,O10626,Advanced Analytics,48435.27,EUR,2025-11-27,2026-11-27,Annual,Active,
S20638,A1260,O11242,Managed Training,24133.98,USD,2025-12-01,2026-12-01,Quarterly,Active,
S20639,A1260,O11242,Core Platform,20682.25,USD,2025-12-01,2026-12-01,Quarterly,Active,
S20640,A1011,O10795,Advanced Analytics,273791.29,EUR,2025-12-02,2026-12-02,Annual,Active,
S20641,A1011,O10795,Core Platform,319773.11,EUR,2025-12-02,2026-12-02,Monthly,Active,
S20642,A1253,O12112,Advanced Analytics,90300.0,BRL,2025-12-03,2026-12-03,Annual,Active,
S20643,A1392,O10748,Managed Training,3276.0,EUR,2025-12-08,2027-12-08,Annual,Active,
S20644,A1350,O10826,Core Platform,56797.06,USD,2025-12-08,2026-12-08,Annual,Active,
S20645,A1350,O10826,Managed Training,29748.05,USD,2025-12-08,2027-12-08,Quarterly,Active,
S20646,A1027,O12598,Advanced Analytics,12850.0,USD,2025-12-12,2027-12-12,Annual,Active,
S20647,A1256,O12113,Core Platform,69972.0,BRL,2025-12-13,2026-12-13,Annual,Active,
S20648,A1012,O10275,Managed Training,4114.34,USD,2025-12-14,2026-12-14,Quarterly,Active,
S20649,A1012,O10275,API Access,2660.86,USD,2025-12-14,2026-12-14,Annual,Active,
S20650,A1144,O11244,Advanced Analytics,6416.21,USD,2025-12-15,2026-12-15,Annual,Active,
S20651,A1144,O11244,Managed Training,7859.7,USD,2025-12-15,2026-12-15,Annual,Active,
S20652,A1213,O10171,Core Platform,95900.0,USD,2025-12-16,2026-12-16,Annual,Active,
S20653,A1281,O10008,Managed Training,104436.32,BRL,2025-12-17,2026-12-17,Quarterly,Active,
S20654,A1281,O10008,API Access,65755.68,BRL,2025-12-17,2027-12-17,Quarterly,Active,
S20655,A1238,O12579,Managed Training,4830.0,USD,2025-12-17,2026-12-17,Annual,Active,
S20656,A1134,O11281,API Access,13293.0,EUR,2025-12-19,2027-12-19,Quarterly,Active,
S20657,A1060,O12545,Managed Training,97300.0,USD,2025-12-20,2026-12-20,Annual,Active,
S20658,A1381,O10168,API Access,3870.88,EUR,2025-12-22,2026-12-22,Annual,Active,
S20659,A1381,O10168,Core Platform,3238.23,EUR,2025-12-22,2026-12-22,Annual,Active,
S20660,A1168,O11076,Managed Training,94181.26,USD,2025-12-22,2026-12-22,Annual,Active,
S20661,A1168,O11076,API Access,108296.24,USD,2025-12-22,2026-12-22,Quarterly,Amended,S99030
S20662,A1178,O11259,Managed Training,14742.0,USD,2025-12-24,2026-12-24,Annual,Active,
S20663,A1096,O11815,Core Platform,37319.57,USD,2025-12-30,2026-12-30,Annual,Active,
S20664,A1096,O11815,Managed Training,34230.86,USD,2025-12-30,2026-12-30,Annual,Active,
S20665,A1230,O11337,Advanced Analytics,34628.51,SGD,2025-12-31,2026-12-31,Annual,Active,
S20666,A1230,O11337,API Access,28534.7,SGD,2025-12-31,2026-12-31,Annual,Active,
S20667,A1363,O12195,Core Platform,12858.84,EUR,2026-01-01,2027-01-01,Monthly,Active,
S20668,A1363,O12195,API Access,4343.04,EUR,2026-01-01,2028-01-01,Monthly,Active,
S20669,A1082,O10787,Core Platform,14850.0,BRL,2026-01-03,2028-01-03,Annual,Active,
S20670,A1058,O11852,Advanced Analytics,3760.68,USD,2026-01-04,2027-01-04,Quarterly,Active,
S20671,A1058,O11852,API Access,5260.12,USD,2026-01-04,2027-01-04,Annual,Active,
S20672,A1361,O10961,Core Platform,37100.0,USD,2026-01-05,2027-01-05,Annual,Active,
S20673,A1090,O10110,Managed Training,6690.34,USD,2026-01-05,2027-01-05,Annual,Active,
S20674,A1090,O10110,Advanced Analytics,4553.5,USD,2026-01-05,2027-01-05,Annual,Active,
S20675,A1121,O10971,API Access,40971.23,USD,2026-01-09,2028-01-09,Quarterly,Active,
S20676,A1121,O10971,Managed Training,97816.53,USD,2026-01-09,2027-01-09,Annual,Active,
S20677,A1339,O11240,API Access,3640.9,GBP,2026-01-11,2027-01-11,Quarterly,Active,
S20678,A1339,O11240,Advanced Analytics,1501.57,GBP,2026-01-11,2029-01-11,Quarterly,Amended,S99010
S20679,A1126,O11704,Advanced Analytics,105300.0,USD,2026-01-12,2027-01-12,Annual,Active,
S20680,A1383,O10114,Core Platform,49602.0,USD,2026-01-14,2027-01-14,Annual,Active,
S20681,A1402,O10669,Core Platform,6258.0,USD,2026-01-15,2027-01-15,Annual,Active,
S20682,A1239,O11451,Core Platform,57133.33,USD,2026-01-16,2029-01-16,Monthly,Active,
S20683,A1222,O10806,Core Platform,25799.35,EUR,2026-01-17,2027-01-17,Annual,Active,
S20684,A1222,O10806,Advanced Analytics,33427.1,EUR,2026-01-17,2027-01-17,Annual,Amended,S99035
S20685,A1343,O12525,Managed Training,14300.0,USD,2026-01-19,2028-01-19,Monthly,Active,
S20686,A1007,O11024,Advanced Analytics,46452.0,USD,2026-01-21,2027-01-21,Annual,Amended,S99048
S20687,A1098,O10689,API Access,29033.33,USD,2026-01-25,2029-01-25,Annual,Active,
S20688,A1096,O10453,Advanced Analytics,33800.0,USD,2026-01-28,2028-01-28,Annual,Active,
S20689,A1081,O12212,Advanced Analytics,32802.0,USD,2026-01-30,2027-01-30,Annual,Active,
S20690,A1385,O10699,API Access,5712.0,USD,2026-01-30,2027-01-30,Quarterly,Active,
S20691,A1183,O12456,Managed Training,41328.0,GBP,2026-01-31,2027-01-31,Annual,Active,
S20692,A1179,O10939,Advanced Analytics,68376.0,USD,2026-02-03,2028-02-03,Annual,Active,
S20693,A1007,O10915,API Access,124100.0,USD,2026-02-03,2027-02-03,Annual,Active,
S20694,A1225,O11972,Managed Training,5075.29,USD,2026-02-03,2029-02-03,Annual,Active,
S20695,A1225,O11972,Core Platform,3620.82,USD,2026-02-03,2028-02-03,Annual,Active,
S20696,A1287,O11340,Core Platform,35373.69,USD,2026-02-04,2027-02-04,Annual,Amended,S99047
S20697,A1287,O11340,API Access,34219.38,USD,2026-02-04,2027-02-04,Quarterly,Active,
S20698,A1198,O12165,Advanced Analytics,112566.67,USD,2026-02-05,2027-02-05,Quarterly,Active,
S20699,A1198,O12165,Core Platform,107558.86,USD,2026-02-05,2027-02-05,Annual,Active,
S20700,A1049,O10885,Advanced Analytics,215460.0,USD,2026-02-09,2027-02-09,Annual,Amended,S99026
S20701,A1331,O11758,Advanced Analytics,6300.0,BRL,2026-02-10,2027-02-10,Monthly,Active,
S20702,A1271,O11361,API Access,34314.0,USD,2026-02-12,2027-02-12,Quarterly,Active,
S20703,A1158,O10012,API Access,8442.0,USD,2026-02-12,2027-02-12,Annual,Active,
S20704,A1347,O11277,Core Platform,59220.0,USD,2026-02-14,2027-02-14,Annual,Active,
S20705,A1113,O10934,Advanced Analytics,6697.75,SGD,2026-02-15,2027-02-15,Annual,Active,
S20706,A1113,O10934,API Access,5528.31,SGD,2026-02-15,2028-02-15,Quarterly,Active,
S20707,A1297,O12390,Advanced Analytics,257900.0,USD,2026-02-16,2027-02-16,Annual,Active,
S20708,A1081,O12006,Managed Training,51250.0,USD,2026-02-17,2028-02-17,Quarterly,Active,
S20709,A1402,O10936,Advanced Analytics,23478.0,USD,2026-02-20,2027-02-20,Annual,Amended,S99045
S20710,A1305,O12263,Advanced Analytics,105400.0,USD,2026-02-21,2027-02-21,Quarterly,Active,
S20711,A1058,O12551,Core Platform,9437.41,USD,2026-02-21,2027-02-21,Annual,Active,
S20712,A1058,O12551,Managed Training,4383.38,USD,2026-02-21,2028-02-21,Annual,Active,
S20713,A1153,O10557,Core Platform,12081.17,GBP,2026-02-22,2027-02-22,Annual,Active,
S20714,A1153,O10557,Managed Training,19029.42,GBP,2026-02-22,2027-02-22,Annual,Active,
S20715,A1124,O12189,Advanced Analytics,16478.0,USD,2026-02-24,2029-02-24,Annual,Active,
S20716,A1010,O11014,Advanced Analytics,69500.0,EUR,2026-02-25,2027-02-25,Annual,Active,
S20717,A1243,O11462,Managed Training,41232.38,USD,2026-02-27,2028-02-27,Quarterly,Active,
S20718,A1243,O11462,API Access,107186.53,USD,2026-02-27,2027-02-27,Annual,Active,
S20719,A1257,O10167,Advanced Analytics,65520.0,BRL,2026-03-01,2029-03-01,Annual,Amended,S99016
S20720,A1195,O11012,Advanced Analytics,39368.39,USD,2026-03-02,2027-03-02,Annual,Active,
S20721,A1195,O11012,Core Platform,45212.08,USD,2026-03-02,2027-03-02,Annual,Active,
S20722,A1005,O12218,Managed Training,8326.92,USD,2026-03-04,2027-03-04,Annual,Active,
S20723,A1005,O12218,Advanced Analytics,5644.09,USD,2026-03-04,2028-03-04,Annual,Active,
S20724,A1161,O10146,Core Platform,207270.0,GBP,2026-03-06,2027-03-06,Annual,Active,
S20725,A1284,O12192,Core Platform,65300.0,GBP,2026-03-07,2027-03-07,Monthly,Active,
S20726,A1216,O11429,Core Platform,54306.0,BRL,2026-03-09,2027-03-09,Quarterly,Active,
S20727,A1119,O10653,Core Platform,154304.46,USD,2026-03-12,2027-03-12,Monthly,Active,
S20728,A1119,O10653,Managed Training,268670.96,USD,2026-03-12,2027-03-12,Annual,Active,
S20729,A1063,O10351,Managed Training,6222.37,BRL,2026-03-13,2027-03-13,Annual,Active,
S20730,A1063,O10351,API Access,3398.57,BRL,2026-03-13,2028-03-13,Annual,Active,
S20731,A1038,O12351,Core Platform,28000.0,USD,2026-03-15,2027-03-15,Quarterly,Active,
S20732,A1362,O11035,Core Platform,74459.31,USD,2026-03-15,2027-03-15,Quarterly,Active,
S20733,A1362,O11035,Managed Training,55432.55,USD,2026-03-15,2027-03-15,Annual,Active,
S20734,A1400,O10959,Advanced Analytics,140250.0,USD,2026-03-15,2028-03-15,Annual,Active,
S20735,A1293,O11042,Advanced Analytics,120978.66,BRL,2026-03-16,2027-03-16,Annual,Active,
S20736,A1293,O11042,Managed Training,101896.17,BRL,2026-03-16,2028-03-16,Annual,Active,
S20737,A1335,O12037,API Access,63546.0,USD,2026-03-16,2027-03-16,Annual,Active,
S20738,A1156,O11022,Managed Training,16023.92,USD,2026-03-16,2027-03-16,Annual,Active,
S20739,A1156,O11022,Core Platform,16169.51,USD,2026-03-16,2027-03-16,Annual,Active,
S20740,A1379,O11691,API Access,85500.15,USD,2026-03-16,2027-03-16,Annual,Active,
S20741,A1379,O11691,Managed Training,95535.57,USD,2026-03-16,2027-03-16,Annual,Active,
S20742,A1267,O12121,API Access,55317.89,USD,2026-03-17,2027-03-17,Monthly,Active,
S20743,A1267,O12121,Advanced Analytics,31073.4,USD,2026-03-17,2027-03-17,Monthly,Active,
S20744,A1272,O11649,Managed Training,20200.0,USD,2026-03-19,2027-03-19,Quarterly,Active,
S20745,A1141,O12039,Core Platform,43900.0,BRL,2026-03-21,2027-03-21,Annual,Active,
S20746,A1131,O10273,Advanced Analytics,53933.36,USD,2026-03-23,2027-03-23,Annual,Active,
S20747,A1131,O10273,API Access,46802.54,USD,2026-03-23,2027-03-23,Annual,Active,
S20748,A1059,O10520,Core Platform,205548.0,USD,2026-03-24,2027-03-24,Monthly,Active,
S20749,A1166,O11324,API Access,283000.0,GBP,2026-03-25,2027-03-25,Quarterly,Active,
S20750,A1265,O10925,Core Platform,33922.0,USD,2026-03-26,2029-03-26,Annual,Active,
S20751,A1159,O11636,Managed Training,45276.0,USD,2026-03-27,2027-03-27,Annual,Active,
S20752,A1037,O11811,Advanced Analytics,148500.0,USD,2026-03-31,2027-03-31,Annual,Active,
S20753,A1055,O12239,Managed Training,41943.87,BRL,2026-04-03,2027-04-03,Annual,Active,
S20754,A1055,O12239,Advanced Analytics,25523.9,BRL,2026-04-03,2027-04-03,Annual,Active,
S20755,A1276,O10969,Core Platform,5082.0,EUR,2026-04-04,2027-04-04,Annual,Active,
S20756,A1114,O11838,Advanced Analytics,166049.31,USD,2026-04-04,2027-04-04,Annual,Active,
S20757,A1114,O11838,API Access,123140.49,USD,2026-04-04,2028-04-04,Annual,Active,
S20758,A1083,O11368,Core Platform,56345.35,USD,2026-04-05,2027-04-05,Annual,Active,
S20759,A1083,O11368,API Access,26676.04,USD,2026-04-05,2028-04-05,Quarterly,Active,
S20760,A1377,O10081,Core Platform,33675.44,USD,2026-04-09,2027-04-09,Annual,Active,
S20761,A1377,O10081,Advanced Analytics,25584.99,USD,2026-04-09,2027-04-09,Annual,Amended,S99004
S20762,A1260,O10198,Advanced Analytics,56681.62,USD,2026-04-10,2027-04-10,Annual,Active,
S20763,A1260,O10198,API Access,47829.05,USD,2026-04-10,2027-04-10,Annual,Active,
S20764,A1038,O10476,Advanced Analytics,9836.45,USD,2026-04-10,2027-04-10,Monthly,Active,
S20765,A1038,O10476,Managed Training,5479.38,USD,2026-04-10,2028-04-10,Annual,Active,
S20766,A1189,O12094,API Access,30800.0,USD,2026-04-17,2027-04-17,Monthly,Amended,S99018
S20767,A1417,O11471,Core Platform,161574.0,USD,2026-04-17,2027-04-17,Annual,Amended,S99042
S20768,A1125,O12321,Advanced Analytics,40800.0,USD,2026-04-20,2028-04-20,Monthly,Active,
S20769,A1180,O10490,API Access,8400.0,EUR,2026-04-22,2028-04-22,Quarterly,Active,
S20770,A1401,O11523,Managed Training,11970.0,BRL,2026-04-22,2027-04-22,Quarterly,Active,
S20771,A1359,O11870,Core Platform,58500.0,EUR,2026-04-26,2027-04-26,Quarterly,Active,
S20772,A1277,O10651,Core Platform,4223.66,USD,2026-04-27,2027-04-27,Annual,Active,
S20773,A1277,O10651,Managed Training,3962.61,USD,2026-04-27,2027-04-27,Quarterly,Active,
S20774,A1303,O10780,Core Platform,19110.0,USD,2026-04-27,2027-04-27,Quarterly,Active,
S20775,A1052,O11836,Core Platform,64000.0,USD,2026-04-29,2027-04-29,Quarterly,Active,
S20776,A1209,O12001,Managed Training,44922.58,GBP,2026-04-30,2027-04-30,Annual,Active,
S20777,A1209,O12001,API Access,36726.97,GBP,2026-04-30,2027-04-30,Quarterly,Active,
S20778,A1312,O10601,Managed Training,11130.0,EUR,2026-04-30,2027-04-30,Annual,Active,
S20779,A1082,O11155,API Access,66721.12,BRL,2026-05-01,2027-05-01,Quarterly,Active,
S20780,A1082,O11155,Managed Training,64439.1,BRL,2026-05-01,2027-05-01,Annual,Active,
S20781,A1335,O12527,Core Platform,115290.0,USD,2026-05-02,2027-05-02,Annual,Amended,S99029
S20782,A1140,O11863,Advanced Analytics,29075.08,BRL,2026-05-02,2027-05-02,Quarterly,Amended,S99051
S20783,A1140,O11863,Core Platform,29368.45,BRL,2026-05-02,2027-05-02,Annual,Active,
S20784,A1404,O12404,Core Platform,201100.0,USD,2026-05-03,2027-05-03,Annual,Active,
S20785,A1357,O11878,Managed Training,147600.0,GBP,2026-05-04,2027-05-04,Annual,Active,
S20786,A1089,O12326,Core Platform,6205.7,BRL,2026-05-04,2028-05-04,Annual,Active,
S20787,A1089,O12326,API Access,9221.35,BRL,2026-05-04,2027-05-04,Annual,Active,
S20788,A1106,O10414,Managed Training,16300.0,GBP,2026-05-06,2027-05-06,Quarterly,Active,
S20789,A1052,O10116,Advanced Analytics,72168.43,USD,2026-05-07,2027-05-07,Annual,Active,
S20790,A1052,O10116,API Access,76356.23,USD,2026-05-07,2027-05-07,Quarterly,Active,
S20791,A1065,O12166,Managed Training,167527.78,EUR,2026-05-08,2027-05-08,Annual,Active,
S20792,A1065,O12166,Core Platform,144573.58,EUR,2026-05-08,2027-05-08,Annual,Active,
S20793,A1212,O10487,Managed Training,25605.25,USD,2026-05-09,2027-05-09,Annual,Active,
S20794,A1212,O10487,Core Platform,18559.52,USD,2026-05-09,2028-05-09,Annual,Active,
S20795,A1065,O10279,Advanced Analytics,11529.0,EUR,2026-05-09,2028-05-09,Annual,Active,
S20796,A1175,O11775,API Access,5712.0,USD,2026-05-09,2027-05-09,Annual,Active,
S20797,A1347,O10254,Managed Training,135686.84,USD,2026-05-18,2027-05-18,Annual,Active,
S20798,A1347,O10254,Advanced Analytics,104603.52,USD,2026-05-18,2027-05-18,Annual,Active,
S20799,A1117,O10326,Core Platform,22979.19,USD,2026-05-19,2027-05-19,Annual,Active,
S20800,A1117,O10326,API Access,13230.52,USD,2026-05-19,2027-05-19,Annual,Active,
S20801,A1205,O11717,API Access,26712.0,USD,2026-05-20,2027-05-20,Annual,Active,
S20802,A1072,O12541,Advanced Analytics,9553.66,GBP,2026-05-20,2027-05-20,Annual,Active,
S20803,A1072,O12541,API Access,14629.47,GBP,2026-05-20,2027-05-20,Monthly,Active,
S20804,A1249,O11403,API Access,12683.55,BRL,2026-05-23,2027-05-23,Annual,Active,
S20805,A1249,O11403,Core Platform,13160.8,BRL,2026-05-23,2027-05-23,Annual,Active,
S20806,A1088,O10042,Advanced Analytics,18816.0,EUR,2026-05-26,2028-05-26,Quarterly,Active,
S20807,A1179,O12065,Core Platform,177343.4,USD,2026-05-27,2027-05-27,Quarterly,Active,
S20808,A1179,O12065,API Access,134546.63,USD,2026-05-27,2028-05-27,Annual,Active,
S20809,A1238,O11013,Core Platform,3368.5,USD,2026-05-27,2029-05-27,Quarterly,Active,
S20810,A1238,O11013,Advanced Analytics,11109.88,USD,2026-05-27,2027-05-27,Annual,Active,
S20811,A1305,O10862,Managed Training,5854.6,USD,2026-05-27,2028-05-27,Annual,Active,
S20812,A1305,O10862,Core Platform,10597.83,USD,2026-05-27,2027-05-27,Annual,Active,
S20813,A1302,O11460,Managed Training,35778.56,EUR,2026-05-28,2027-05-28,Annual,Active,
S20814,A1302,O11460,Core Platform,37634.38,EUR,2026-05-28,2027-05-28,Annual,Active,
S20815,A1149,O10186,Managed Training,45986.65,EUR,2026-06-01,2027-06-01,Annual,Active,
S20816,A1149,O10186,API Access,42907.23,EUR,2026-06-01,2027-06-01,Quarterly,Active,
S20817,A1129,O11750,Core Platform,6350.0,USD,2026-06-04,2028-06-04,Monthly,Active,
S20818,A1083,O10398,Advanced Analytics,6090.0,USD,2026-06-05,2027-06-05,Annual,Active,
S20819,A1388,O10440,API Access,124456.06,EUR,2026-06-05,2027-06-05,Annual,Amended,S99012
S20820,A1388,O10440,Advanced Analytics,112701.69,EUR,2026-06-05,2027-06-05,Annual,Active,
S20821,A1013,O11249,Core Platform,382000.0,BRL,2026-06-06,2027-06-06,Quarterly,Active,
S20822,A1114,O11814,Managed Training,129258.1,USD,2026-06-07,2027-06-07,Annual,Active,
S20823,A1114,O11814,Core Platform,196327.36,USD,2026-06-07,2027-06-07,Annual,Active,
S20824,A1311,O11944,API Access,272832.0,USD,2026-06-08,2027-06-08,Annual,Active,
S20825,A1419,O11825,API Access,9200.0,BRL,2026-06-10,2028-06-10,Annual,Amended,S99002
S20826,A1050,O11577,Managed Training,79000.0,EUR,2026-06-11,2027-06-11,Annual,Active,
S20827,A1157,O12130,Managed Training,3568.94,EUR,2026-06-11,2027-06-11,Annual,Active,
S20828,A1157,O12130,Advanced Analytics,1049.97,EUR,2026-06-11,2028-06-11,Quarterly,Active,
S20829,A1171,O10033,API Access,23435.83,USD,2026-06-11,2027-06-11,Monthly,Active,
S20830,A1171,O10033,Managed Training,26740.37,USD,2026-06-11,2027-06-11,Annual,Active,
S20831,A1330,O11366,Advanced Analytics,118482.0,USD,2026-06-13,2027-06-13,Annual,Active,
S20832,A1327,O10374,Advanced Analytics,12804.22,USD,2026-06-13,2027-06-13,Annual,Active,
S20833,A1327,O10374,API Access,13561.33,USD,2026-06-13,2027-06-13,Annual,Active,
S20834,A1188,O12500,API Access,100816.22,USD,2026-06-14,2027-06-14,Annual,Active,
S20835,A1188,O12500,Advanced Analytics,55803.62,USD,2026-06-14,2027-06-14,Quarterly,Active,
S20836,A1351,O10768,Advanced Analytics,171186.96,EUR,2026-06-16,2027-06-16,Quarterly,Active,
S20837,A1351,O10768,Managed Training,235977.83,EUR,2026-06-16,2027-06-16,Annual,Amended,S99014
