account_id,account_name,domain,region,segment,industry,owner_user_id,created_at,is_deleted,parent_account_id,billing_currency
A1138,Northwind Digital SA,northwinddigital.example.com,EMEA,Public Sector,Gaming,U210,2024-09-03 00:00:00,False,,USD
A1241,Auriga Exchange Pte Ltd,aurigaexchange.example.com,EMEA,Public Sector,Insurance,U209,2023-08-30 00:00:00,False,,SGD
A1412,Riverbend Payments GmbH,riverbendpayments.example.com,APAC,Mid-Market,Payments,U220,2023-10-24 00:00:00,False,,EUR
A1107,Keystone Bancorp Ltd,keystonebancorp.example.com,AMER,Mid-Market,Government,U222,2024-10-29 00:00:00,False,,USD
A1407,Auriga Systems LLC,aurigasystems.example.com,AMER,Mid-Market,Payments,U205,2026-03-09 00:00:00,False,,BRL
A1081,Zenith Digital Ltd,zenithdigital.example.com,APAC,Mid-Market,Gaming,U205,2024-07-15 00:00:00,False,,USD
A1025,Orbit Financial SA,orbitfinancial.example.com,APAC,Public Sector,Consulting,U217,2025-03-29 00:00:00,False,,USD
A1254,Granite Exchange LLC,graniteexchange.example.com,EMEA,SMB,Payments,U200,2023-05-03 00:00:00,False,,USD
A1146,Granite Labs PLC,granitelabs.example.com,LATAM,Mid-Market,Insurance,U223,2024-02-28 00:00:00,False,,USD
A1338,Tessera Group Inc,tesseragroup.example.com,,Public Sector,Gaming,U217,2024-06-10 00:00:00,False,,EUR
A1262,Eastgate Partners Ltd,eastgatepartners.example.com,APAC,,Insurance,U217,2023-01-19 00:00:00,False,,USD
A1302,Lattice Bancorp LLC,latticebancorp.example.com,AMER,Mid-Market,Gaming,U201,2023-10-04 00:00:00,False,,EUR
A9006,Bluewater Securities GmbH,bluewatersecurities.example.com,AMER,Mid-Market,Consulting,U203,2023-10-23 00:00:00,True,,EUR
A1378,Fairlane Bancorp LLC,fairlanebancorp.example.com,EMEA,Enterprise,Financial Services,U215,2025-05-22 00:00:00,False,,USD
A1092,Halcyon Financial PLC,halcyonfinancial.example.com,AMER,SMB,Consulting,U201,2025-02-10 00:00:00,False,,EUR
A1230,Quarry Trust LLC,quarrytrust.example.com,AMER,Mid-Market,Fintech,U202,2026-05-11 00:00:00,False,,SGD
A1221,Tessera Networks Inc,tesseranetworks.example.com,AMER,Enterprise,Government,U223,2024-06-27 00:00:00,False,,GBP
A1252,Auriga Capital Pte Ltd,aurigacapital.example.com,,Mid-Market,Crypto Native,U222,2024-09-29 00:00:00,False,,USD
A1028,Thorne Trust PLC,thornetrust.example.com,AMER,Public Sector,Insurance,U205,2024-04-10 00:00:00,False,,USD
A1314,Zenith Labs Pte Ltd,zenithlabs.example.com,APAC,Mid-Market,Crypto Native,U211,2023-06-29 00:00:00,False,,USD
A1151,Harrow Digital Co,harrowdigital.example.com,,Mid-Market,Consulting,U217,2023-04-03 00:00:00,False,A1089,SGD
A1098,Inlet Custody SA,inletcustody.example.com,AMER,,Payments,U223,2024-12-10 00:00:00,False,,USD
A1382,Fairlane Payments Co,fairlanepayments.example.com,,Mid-Market,Fintech,U216,2026-02-10 00:00:00,False,,GBP
A1016,Fairlane Ventures Co,fairlaneventures.example.com,EMEA,,Consulting,U212,2022-11-05 00:00:00,False,,BRL
A1087,Pinnacle Ventures Ltd,pinnacleventures.example.com,EMEA,Mid-Market,Crypto Native,U214,2024-06-15 00:00:00,False,,USD
A1210,Tessera Trust GmbH,tesseratrust.example.com,,SMB,Insurance,U206,2023-05-23 00:00:00,False,,GBP
